topic,paper_ID,sentence_ID,info-unit,sub,pred,obj
translation,1,107,results,Results,Comparing across,different attention modifications ( e- h )
translation,1,113,results,stack - Transformer,competitive against,recent works
translation,1,113,results,recent works,particularly for,AMR
translation,1,113,results,Results,has,stack - Transformer
translation,2,4,baselines,two semantic parsers,represent,factorizationand
translation,2,4,baselines,two semantic parsers,for,Elementary Dependency Structures ( EDS )
translation,2,127,model,multi-layer BiLSTM,to encode,tokens
translation,2,127,model,two softmax layers,to predict,concept-related labels
translation,2,127,model,Model,has,multi-layer BiLSTM
translation,2,12,results,factorization - based system,obtains,overall accuracy
translation,2,12,results,factorization - based system,out-performs,other submission systems
translation,2,12,results,overall accuracy,of,94.47
translation,2,12,results,94.47,in terms of,official MRP evaluation metrics
translation,2,12,results,other submission systems,by,large margin
translation,2,12,results,large margin,with respect to,prediction
translation,2,12,results,prediction,for,"labels , properties , anchors and edges"
translation,2,12,results,Results,has,factorization - based system
translation,2,15,results,composition - based system,reaches,score
translation,2,15,results,score,of,91.84
translation,2,15,results,Results,has,composition - based system
translation,2,227,results,Our factorization - based parser,achieves,relatively satisfactory performance
translation,2,227,results,relatively satisfactory performance,in,all basic evaluation items
translation,2,227,results,all basic evaluation items,except,top
translation,2,227,results,Results,has,Our factorization - based parser
translation,2,231,results,evalution results,of,our composition - based parser
translation,2,231,results,evalution results,are,not as good
translation,2,231,results,our composition - based parser,are,not as good
translation,2,231,results,not as good,as,factorization - based one
translation,2,231,results,Results,has,evalution results
translation,2,233,results,work rapidly and reliably,with,MRP accuracy
translation,2,233,results,of over 94 %,in,same - epoch - and - domain setup
translation,2,233,results,neural ERS parsers,has,work rapidly and reliably
translation,2,233,results,MRP accuracy,has,of over 94 %
translation,3,176,baselines,all arcs,longer than,maximum length
translation,3,176,baselines,maximum length,observed for,each head-modifier POS pair
translation,3,188,hyperparameters,maximum number of passes,in,cascade
translation,3,188,hyperparameters,cascade,is,five
translation,3,188,hyperparameters,Hyperparameters,has,maximum number of passes
translation,3,194,hyperparameters,each part- of-speech ( POS ) feature,with,additional feature
translation,3,194,hyperparameters,additional feature,using,coarse POS representations
translation,3,194,hyperparameters,Hyperparameters,replicate,each part- of-speech ( POS ) feature
translation,3,4,model,Model,has,Coarse - to-fine inference
translation,3,5,model,multi-pass coarse- to-fine architecture,for,dependency parsing
translation,3,5,model,multi-pass coarse- to-fine architecture,using,linear - time vine pruning
translation,3,5,model,Model,propose,multi-pass coarse- to-fine architecture
translation,3,12,model,linear- time vine pruning pass,build up to,higher - order models
translation,3,12,model,higher - order models,achieving,speed -ups
translation,3,12,model,speed -ups,of,two orders of magnitude
translation,3,12,model,speed -ups,while maintaining,state - of - the - art accuracies
translation,3,12,model,two orders of magnitude,while maintaining,state - of - the - art accuracies
translation,3,12,model,Model,start with,linear- time vine pruning pass
translation,3,22,model,multi-pass coarse- to-fine approach,where,initial pass
translation,3,22,model,initial pass,is,linear- time sweep
translation,3,22,model,linear- time sweep,tries to resolve,local ambiguities
translation,3,22,model,linear- time sweep,leaves,arcs
translation,3,22,model,arcs,beyond,fixed length b
translation,3,22,model,fixed length b,has,unspecified
translation,3,22,model,Model,propose,multi-pass coarse- to-fine approach
translation,3,6,results,"Our first - , second - , and third - order models",achieve,accuracies
translation,3,6,results,"Our first - , second - , and third - order models",exploring,fraction
translation,3,6,results,accuracies,comparable to,unpruned counterparts
translation,3,6,results,Results,has,"Our first - , second - , and third - order models"
translation,3,213,results,Our second - and third - order cascades,has,significantly outperform
translation,3,213,results,significantly outperform,has,ZHANGNIVRE
translation,3,213,results,Results,has,Our second - and third - order cascades
translation,3,214,results,transitionbased model,with,k = 8
translation,3,214,results,transitionbased model,increasing,k-best list size
translation,3,214,results,k = 8,is,very efficient and effective
translation,3,214,results,k-best list size,scales,much worse
translation,3,214,results,much worse,than employing,multi-pass pruning
translation,3,214,results,Results,has,transitionbased model
translation,3,217,results,unpruned models,perform,well
translation,3,217,results,unpruned models,scoring,comparably
translation,3,217,results,well,across,datasets
translation,3,217,results,comparably,to,top results
translation,3,217,results,top results,from,CoNLL -X competition
translation,3,217,results,Results,has,unpruned models
translation,3,218,results,speed increases,for,our cascades
translation,3,218,results,our cascades,with,almost no loss
translation,3,218,results,almost no loss,in,accuracy
translation,3,218,results,accuracy,across,all languages
translation,3,218,results,Results,see,speed increases
translation,4,95,ablation-analysis,content - based attention,all 8 layers of,network
translation,4,95,ablation-analysis,content - based attention,results in,development - set accuracy decrease
translation,4,95,ablation-analysis,development - set accuracy decrease,of,only 0.27 F1
translation,4,95,ablation-analysis,Ablation analysis,Disabling,content - based attention
translation,4,146,ablation-analysis,maximum parsing accuracy,using,our model
translation,4,146,ablation-analysis,Ablation analysis,demonstrate,long-distance dependencies
translation,4,156,ablation-analysis,tag embeddings,removed from,our model
translation,4,156,ablation-analysis,suffers,by,around 1 F1
translation,4,156,ablation-analysis,tag embeddings,has,performance
translation,4,156,ablation-analysis,performance,has,suffers
translation,4,4,model,LSTM encoder,with,self-attentive architecture
translation,4,4,model,LSTM encoder,lead to,improvements
translation,4,4,model,improvements,to,state- ofthe - art discriminative constituency parser
translation,4,4,model,Model,replacing,LSTM encoder
translation,4,16,model,parser,combines,encoder
translation,4,16,model,architecture,with,decoder
translation,4,16,model,decoder,customized for,parsing
translation,4,16,model,Model,introduce,parser
translation,4,17,model,self-attention,has,outperform
translation,4,17,model,outperform,has,LSTM - based approach
translation,4,8,results,Our parser,achieves,new state- ofthe - art results
translation,4,8,results,new state- ofthe - art results,for,single models
translation,4,8,results,single models,trained on,Penn Treebank
translation,4,8,results,93.55 F1,without the use of,external data
translation,4,8,results,95.13 F1,when using,pre-trained word representations
translation,4,8,results,Results,has,Our parser
translation,4,9,results,previous best-published accuracy figures,on,8 of the 9 languages
translation,4,9,results,8 of the 9 languages,in,SPMRL dataset
translation,4,9,results,outperforms,has,previous best-published accuracy figures
translation,4,26,results,deep contextualized representations,boost,parsing accuracy
translation,4,26,results,Results,find,deep contextualized representations
translation,4,26,results,Results,using,deep contextualized representations
translation,4,27,results,Our parser,achieves,93.55 F1
translation,4,27,results,Our parser,achieves,outperforming
translation,4,27,results,93.55 F1,on,Penn Treebank WSJ test set
translation,4,27,results,93.55 F1,when not using,external word representations
translation,4,27,results,Penn Treebank WSJ test set,when not using,external word representations
translation,4,27,results,all previous singlesystem constituency parsers,trained only on,WSJ training set
translation,4,27,results,outperforming,has,all previous singlesystem constituency parsers
translation,4,27,results,Results,has,Our parser
translation,4,28,results,pre-trained word representations,increases,parsing accuracy
translation,4,28,results,parsing accuracy,to,95.13 F1
translation,4,28,results,Results,addition of,pre-trained word representations
translation,4,29,results,previous best published results,on,8 of the 9 languages
translation,4,29,results,8 of the 9 languages,in,SPMRL 2013/2014 shared tasks
translation,4,29,results,Our model,has,outperforms
translation,4,29,results,outperforms,has,previous best published results
translation,4,29,results,Results,has,Our model
translation,4,122,results,true factoring of information,is,important
translation,4,130,results,our model,learns to use,combination of the two attention types
translation,4,130,results,combination of the two attention types,with,positionbased attention
translation,4,130,results,positionbased attention,being,most important
translation,4,130,results,Results,see that,our model
translation,4,131,results,content - based attention,is,more useful
translation,4,131,results,more useful,at,later layers
translation,4,131,results,later layers,in,network
translation,4,131,results,Results,see that,content - based attention
translation,4,135,results,strict windowing,yields,poor results
translation,4,135,results,40,causes,loss
translation,4,135,results,loss,in,parsing accuracy
translation,4,135,results,parsing accuracy,compared to,original model
translation,4,135,results,Results,has,strict windowing
translation,4,148,results,sideby - side comparison,of,strict and relaxed windowing
translation,4,148,results,strict and relaxed windowing,shows that,ability
translation,4,148,results,ability,to pool,global information
translation,4,148,results,global information,using,designated locations
translation,4,148,results,global information,insufficient to compensate for,small window sizes
translation,4,148,results,designated locations,always available in,relaxed scheme
translation,4,148,results,designated locations,insufficient to compensate for,small window sizes
translation,4,148,results,Results,has,sideby - side comparison
translation,4,190,results,Development set results,addition of,word embeddings
translation,4,190,results,word embeddings,to,model
translation,4,190,results,model,uses,character LSTM
translation,4,190,results,performance,for,some languages
translation,4,190,results,hurts,for,others
translation,4,190,results,character LSTM,has,mixed effect
translation,4,190,results,improves,has,performance
translation,4,190,results,Results,addition of,word embeddings
translation,4,190,results,Results,has,Development set results
translation,4,192,results,our test set result,exceeds,previous best-published numbers
translation,4,192,results,8 of the 9 languages,has,our test set result
translation,4,192,results,Results,On,8 of the 9 languages
translation,5,4,model,approach,decoding problem in,transition - based parsing
translation,5,5,model,series of partial parses,on,sentence
translation,5,5,model,series of partial parses,to locate,best candidate parse
translation,5,5,model,best candidate parse,using,confidence estimates
translation,5,5,model,confidence estimates,of,transition decisions
translation,5,5,model,transition decisions,as,heuristic
translation,5,5,model,heuristic,to guide,starting points
translation,5,24,model,selectional branching,by integrating,search strategy
translation,5,24,model,search strategy,based on,heuristic function
translation,5,24,model,Model,introduce,heuristic backtracking
translation,5,26,model,heuristic,based on,confidence of transition predictions
translation,5,26,model,Model,use,heuristic
translation,5,27,model,heuristic backtracking,with,cutoff
translation,5,41,model,algorithm,has,heuristic backtracking
translation,5,41,model,Model,introduce,algorithm
translation,5,42,model,novel cutoff approach,to further increase,speed
translation,5,42,model,Model,introduce,novel cutoff approach
translation,5,25,results,heuristic backtracking,maintains,property
translation,5,25,results,heuristic backtracking,allows,more fully explore
translation,5,25,results,good heuristic,has,heuristic backtracking
translation,5,25,results,more fully explore,has,space of possible transition sequences
translation,5,25,results,Results,When paired with,good heuristic
translation,5,105,results,decoding technique,tested with,varying numbers of beams
translation,5,105,results,accuracy,trended,upwards
translation,5,105,results,varying numbers of beams,has,both the predictions per sentence
translation,5,105,results,Results,has,decoding technique
translation,5,111,results,Dynamic beam search,performed,full beam search
translation,5,111,results,Dynamic beam search,as well as,full beam search
translation,5,111,results,Dynamic beam search,demonstrating,reduction
translation,5,111,results,reduction,in,predictions
translation,5,111,results,predictions,on par with,heuristic backtracking
translation,5,111,results,Results,has,Dynamic beam search
translation,5,113,results,Heuristic backtracking,with,cutoff
translation,5,113,results,Heuristic backtracking,reduced,transitions
translation,5,113,results,transitions,by,additional 50 %
translation,5,113,results,cutoff,has,outperformed
translation,5,113,results,outperformed,has,greedy decoding
translation,5,113,results,Results,has,Heuristic backtracking
translation,6,149,hyperparameters,AMR - to - text training,for,15 epochs
translation,6,149,hyperparameters,AMR - to - text training,takes,4.5h
translation,6,149,hyperparameters,15 epochs,takes,4.5h
translation,6,149,hyperparameters,15 epochs,takes,15h
translation,6,149,hyperparameters,4.5h,on,AMR 1.0
translation,6,149,hyperparameters,4.5h,on,AMR 2.0
translation,6,149,hyperparameters,15h,on,AMR 2.0
translation,6,149,hyperparameters,Hyperparameters,has,AMR - to - text training
translation,6,6,model,AMR parsing performance,including,generation of synthetic text and AMR annotations
translation,6,6,model,Model,explore,different ways
translation,6,16,model,trained parser,to iteratively refine,rule- based AMR oracle
translation,6,16,model,rule- based AMR oracle,to yield,better action sequences
translation,6,16,model,Model,explore,trained parser
translation,6,16,model,Model,use of,trained parser
translation,6,53,results,mining AMR,leads to,overall improvement
translation,6,53,results,overall improvement,of,up to 0.2 Smatch
translation,6,53,results,up to 0.2 Smatch,across,two tasks
translation,6,53,results,better Smatch,increasing,model performance
translation,6,53,results,Results,shows,mining AMR
translation,6,103,results,baseline system,close to,best published system
translation,6,103,results,best published system,with,better results
translation,6,103,results,best published system,with,worse
translation,6,103,results,better results,for,AMR1.0 ( + 0.8 )
translation,6,103,results,better results,for,AMR2.0 ( ?0.5 )
translation,6,103,results,worse,for,AMR2.0 ( ?0.5 )
translation,6,106,results,mining,shows,close to no improvement
translation,6,106,results,close to no improvement,in,individual results
translation,6,106,results,introduced methods,has,mining
translation,6,107,results,SynAMR,provides,largest gain ( 0.7/0.8 )
translation,6,107,results,largest gain ( 0.7/0.8 ),for,AMR1.0 / AMR2.0
translation,6,107,results,synTxt,provides,close to half
translation,6,107,results,Results,has,SynAMR
translation,6,108,results,combination of both methods,yields,improvement
translation,6,108,results,combination of both methods,only for,AMR1.0
translation,6,108,results,improvement,over,individual scores
translation,6,108,results,AMR1.0,with,0.9 improvement
translation,6,108,results,Results,has,combination of both methods
translation,6,109,results,improve,for,AMR2.0
translation,6,109,results,AMR2.0,attaining,1.1 improvement
translation,6,109,results,syn-Txt and synAMR,has,hurt
translation,6,109,results,hurt,has,results
translation,6,110,results,proposed approach,achieves,81.3 Smatch
translation,6,110,results,81.3 Smatch,in,AMR2.0
translation,6,110,results,Results,has,proposed approach
translation,6,115,results,transition - based approaches,provide,more uniform performance
translation,6,115,results,more uniform performance,across,categories
translation,6,115,results,presented self - learning methods,able to,improve
translation,6,115,results,improve,in,all categories
translation,7,118,baselines,baseline models,are,RNN model
translation,7,118,baselines,baseline models,are,bidirectional RNN ( BRNN ) model
translation,7,118,baselines,baseline models,are,BLSTM supertagging models
translation,7,118,baselines,BLSTM supertagging models,in,Vaswani et al . ( 2016 )
translation,7,118,baselines,BLSTM supertagging models,in,Lewis et al . ( 2016 )
translation,7,118,baselines,supertagging,has,baseline models
translation,7,118,baselines,Baselines,For,supertagging
translation,7,119,baselines,parsing,compared with,global beam-search shift-reduce parsers
translation,7,120,baselines,neural shift- reduce CCG parser baseline,is,beam-search shift-reduce parser
translation,7,120,baselines,Baselines,has,neural shift- reduce CCG parser baseline
translation,7,131,experimental-setup,hidden state size,is,256
translation,7,131,experimental-setup,attentional hidden layer,is,200
translation,7,131,experimental-setup,attentional hidden layer,has,x t
translation,7,131,experimental-setup,Experimental setup,size of,attentional hidden layer
translation,7,131,experimental-setup,Experimental setup,has,hidden state size
translation,7,132,experimental-setup,parsing model LSTMs,have,hidden state size
translation,7,132,experimental-setup,parsing model LSTMs,size of,action hidden layer ( b t
translation,7,132,experimental-setup,hidden state size,of,128
translation,7,132,experimental-setup,action hidden layer ( b t,is,80
translation,7,132,experimental-setup,Experimental setup,has,parsing model LSTMs
translation,7,133,experimental-setup,Pretrained word embeddings,for,all models
translation,7,133,experimental-setup,all models,are,100 - dimensional
translation,7,133,experimental-setup,all other embeddings,are,50 - dimensional
translation,7,133,experimental-setup,Experimental setup,has,Pretrained word embeddings
translation,7,134,experimental-setup,CCG lexical category and POS embeddings,on,concatenation
translation,7,134,experimental-setup,CCG lexical category and POS embeddings,on,Wikipedia dump parsed with C&C.
translation,7,134,experimental-setup,concatenation,of,training data
translation,7,134,experimental-setup,Experimental setup,pretrained,CCG lexical category and POS embeddings
translation,7,136,experimental-setup,training,used,plain non-minibatched stochastic gradient descent
translation,7,136,experimental-setup,plain non-minibatched stochastic gradient descent,with,initial learning rate ? 0 = 0.1
translation,7,136,experimental-setup,iterating,in,epochs
translation,7,136,experimental-setup,epochs,until,accuracy
translation,7,136,experimental-setup,no longer increases,on,dev set
translation,7,136,experimental-setup,accuracy,has,no longer increases
translation,7,136,experimental-setup,Experimental setup,For,training
translation,7,137,experimental-setup,learning rate schedule ? e = ? 0 /( 1 + ?e ),with,? = 0.08
translation,7,137,experimental-setup,? = 0.08,used for,e ? 11
translation,7,138,experimental-setup,clipped,whenever,norm
translation,7,138,experimental-setup,norm,exceeds,5
translation,7,138,experimental-setup,Experimental setup,has,Gradients
translation,7,139,experimental-setup,Dropout training,with,dropout rate
translation,7,139,experimental-setup,Dropout training,with,2 penalty
translation,7,139,experimental-setup,dropout rate,of,0.3
translation,7,139,experimental-setup,2 penalty,of,1 ? 10 ?5
translation,7,139,experimental-setup,Experimental setup,has,Dropout training
translation,7,114,experiments,experiments,on,"CCGBank ( Hockenmaier and Steedman , 2007 )"
translation,7,114,experiments,"CCGBank ( Hockenmaier and Steedman , 2007 )",with,standard splits
translation,7,5,model,neural shift-reduce parsing model,for,CCG
translation,7,5,model,neural shift-reduce parsing model,factored into,four unidirectional LSTMs
translation,7,5,model,neural shift-reduce parsing model,factored into,one bidirectional LSTM
translation,7,5,model,Model,describe,neural shift-reduce parsing model
translation,7,14,model,shift-reduce CCG parsing,based on,long short-term memories ( LSTMs
translation,7,18,model,global LSTM parsing model,by adapting,expected Fmeasure loss
translation,7,18,model,Model,present,global LSTM parsing model
translation,7,20,model,globally optimized model,can be leveraged with,greedy inference
translation,7,20,model,greedy inference,resulting in,deterministic parser
translation,7,20,model,deterministic parser,as accurate as,beam-search counterpart
translation,7,20,model,Model,show,globally optimized model
translation,7,21,results,standard CCGBank tests,combining,parser
translation,7,21,results,parser,with,attention - based LSTM supertagger
translation,7,21,results,clearly outperform,has,all previous shift-reduce CCG parsers
translation,7,21,results,Results,On,standard CCGBank tests
translation,7,142,results,baseline BLSTM model without attention,achieves,same level of accuracy
translation,7,142,results,same level of accuracy,as,Lewis et al . ( 2016
translation,7,142,results,same level of accuracy,as,baseline BLSTM model
translation,7,142,results,Results,has,baseline BLSTM model without attention
translation,7,155,results,full model LSTM -w+c+a+ p,surpasses,all previous shift-reduce models
translation,7,155,results,full model LSTM -w+c+a+ p,achieving,dev set accuracy
translation,7,155,results,dev set accuracy,of,86.56 %
translation,7,155,results,Results,has,full model LSTM -w+c+a+ p
translation,7,156,results,Category embeddings ( LSTM -w+c ),yielded,large gain
translation,7,156,results,Category embeddings ( LSTM -w+c ),further adding,POS embeddings ( LSTM -w+c+ a+ p )
translation,7,156,results,large gain,over using,word embeddings alone ( LSTM - w )
translation,7,156,results,action embeddings ( LSTM -w+c+ a ),provided,little improvement
translation,7,156,results,action embeddings ( LSTM -w+c+ a ),further adding,POS embeddings ( LSTM -w+c+ a+ p )
translation,7,156,results,POS embeddings ( LSTM -w+c+ a+ p ),gave,noticeable recall
translation,7,156,results,POS embeddings ( LSTM -w+c+ a+ p ),gave,F1 improvements
translation,7,156,results,F1 improvements,over,LSTM -w+c.
translation,7,156,results,+ 0.36 % ),over,LSTM -w+c.
translation,7,156,results,noticeable recall,has,+ 0.61 % )
translation,7,156,results,F1 improvements,has,+ 0.36 % )
translation,7,156,results,Results,has,Category embeddings ( LSTM -w+c )
translation,7,161,results,highest F1 ( 85.86 % ),on,dev set ( LSTM - BRNN
translation,7,161,results,highest F1 ( 85.86 % ),in comparison with,all previous shift- reduce models
translation,7,161,results,improvement,of,1.42 % F1
translation,7,161,results,1.42 % F1,over,greedy model
translation,7,162,results,baseline BLSTM supertagging model,for,parsing ( LSTM - BLSTM )
translation,8,26,ablation-analysis,contextualized representations,supervising,decoder attention
translation,8,26,ablation-analysis,contextualized representations,informing,decoder
translation,8,26,ablation-analysis,decoder attention,on,coverage
translation,8,26,ablation-analysis,decoder,on,coverage
translation,8,26,ablation-analysis,coverage,of,input
translation,8,26,ablation-analysis,input,by,attention mechanism
translation,8,26,ablation-analysis,downsampling,has,frequent program templates
translation,8,27,ablation-analysis,gap,in,exact match accuracy
translation,8,27,ablation-analysis,exact match accuracy,between,in-distribution and OOD
translation,8,27,ablation-analysis,in-distribution and OOD,reduced from,84.6 ? 62.2
translation,8,27,ablation-analysis,DROP,from,96.4 ? 77.1
translation,8,27,ablation-analysis,SQL,has,gap
translation,8,27,ablation-analysis,Ablation analysis,For,SQL
translation,8,167,ablation-analysis,SQL,adding,auxiliary attention supervision
translation,8,167,ablation-analysis,auxiliary attention supervision,to,SEQ2SEQ model
translation,8,167,ablation-analysis,program split EM,from,10.8 ? 18.5
translation,8,167,ablation-analysis,program split EM,combining with,ELMO
translation,8,167,ablation-analysis,ELMO,leads to,EM
translation,8,167,ablation-analysis,EM,of,20.3
translation,8,167,ablation-analysis,Ablation analysis,In,SQL
translation,8,168,ablation-analysis,ELMO and ATTNSUP,reduces,relative gap
translation,8,168,ablation-analysis,relative gap,from,84.6 ? 70.6
translation,8,168,ablation-analysis,84.6 ? 70.6,compared to,SEQ2SEQ
translation,8,173,ablation-analysis,attention - coverage,improves,program split EM
translation,8,173,ablation-analysis,program split EM,from,10.8 ? 17
translation,8,174,ablation-analysis,coverage,with,ELMO and ATTNSUP
translation,8,174,ablation-analysis,ELMO and ATTNSUP,leads to,our best results
translation,8,174,ablation-analysis,our best results,where,program split EM
translation,8,174,ablation-analysis,program split EM,reaches,25.4
translation,8,174,ablation-analysis,relative gap,drops from,84.6 ? 62.2
translation,8,174,ablation-analysis,Ablation analysis,Combining,coverage
translation,8,180,ablation-analysis,SEQ2SEQ models,improve,compositional generalization
translation,8,180,ablation-analysis,compositional generalization,increase,frequency of new programs
translation,8,180,ablation-analysis,compositional generalization,increase,invalid syntax errors
translation,8,180,ablation-analysis,Ablation analysis,for,SEQ2SEQ models
translation,8,196,ablation-analysis,development set,when moving from,program split
translation,8,196,ablation-analysis,program split,to,KB - free split
translation,8,196,ablation-analysis,average accuracy,drops from,14.5 ? 9.8
translation,8,196,ablation-analysis,development set,has,average accuracy
translation,8,196,ablation-analysis,program split,has,average accuracy
translation,8,196,ablation-analysis,KB - free split,has,average accuracy
translation,8,196,ablation-analysis,Ablation analysis,On,development set
translation,8,7,model,multiple extensions,to,attention module
translation,8,7,model,multiple extensions,aiming to improve,compositional generalization
translation,8,7,model,attention module,of,semantic parser
translation,8,7,model,Model,propose,multiple extensions
translation,8,24,model,aligning sub-structures,in,question
translation,8,24,model,aligning sub-structures,in,program
translation,8,24,model,supervising attention,based on,precomputed token alignments
translation,8,24,model,decoder attention,to cover,entire input utterance
translation,8,24,model,Model,propose,novel extensions to decoder attention ( ?3.3 )
translation,8,25,model,downsampling examples,from,frequent templates
translation,8,25,model,downsampling examples,to reduce,dataset bias
translation,8,25,model,Model,propose,downsampling examples
translation,8,166,results,substantial positive effect,on,compositional generalization
translation,8,166,results,compositional generalization,especially in,SQL
translation,8,166,results,attention supervision,has,substantial positive effect
translation,8,166,results,Results,shows,attention supervision
translation,8,169,results,DROP,reduces,relative gap
translation,8,169,results,attention supervision,improves,iid performance
translation,8,169,results,attention supervision,reduces,relative gap
translation,8,169,results,attention supervision,not lead to,additional improvements
translation,8,169,results,relative gap,for,GRAMMAR
translation,8,169,results,GRAMMAR,using,GloVe representations
translation,8,169,results,additional improvements,when combined with,ELMO
translation,8,169,results,DROP,has,attention supervision
translation,8,171,results,attention - coverage,improves,absolute performance
translation,8,171,results,attention - coverage,improves,compositional generalization
