topic,paper_ID,sentence_ID,info-unit,sub,pred,obj
summarization,0,20,results,word relations,in,biomedical context
summarization,0,21,results,top relevant words,for,word
summarization,0,21,results,expression,provided by,two types of embeddings
summarization,0,21,results,Results,showcase,top relevant words
summarization,0,22,results,bene t,of including,domain ontologies
summarization,0,22,results,interpolation,yielded,stronger improvement
summarization,0,22,results,stronger improvement,than,retro tting
summarization,0,22,results,Results,showcase,bene t
summarization,0,24,results,Our models,correlate well with,human annotations
summarization,0,24,results,Results,has,Our models
summarization,0,25,results,human precision,is,high ( upper quartiles )
summarization,0,25,results,our system,performs,better
summarization,0,25,results,better,in,c-F metric
summarization,0,25,results,better,with,higher con dence ( lower standard deviation )
summarization,0,25,results,c-F metric,with,higher con dence ( lower standard deviation )
summarization,0,25,results,human precision,has,our system
summarization,0,33,results,nDCG scores,treat,any partial overlaps
summarization,0,33,results,any partial overlaps,with,goal standard
summarization,0,33,results,goal standard,as,correct context
summarization,0,33,results,ROUGE -N scores,to measure,content similarity
summarization,0,33,results,content similarity,between,retrieved contexts and gold standard
summarization,0,33,results,Results,has,nDCG scores
summarization,0,35,results,summarisation quality,between,no contextualisation
summarization,0,35,results,summarisation quality,between,our proposed contextualisation approaches
summarization,0,35,results,Results,compare,summarisation quality
summarization,0,36,results,evaluation metric,is,ROUGE scores
summarization,0,37,results,No context,showcase,performance
summarization,0,37,results,performance,of,all summarisation approach
summarization,0,37,results,all summarisation approach,on,citations
summarization,0,37,results,all summarisation approach,without,context
summarization,0,37,results,Results,has,No context
summarization,1,6,ablation-analysis,domain-speci c ontology,to improve,content selection
summarization,1,6,ablation-analysis,SOTA results,in terms of,ROUGE scores
summarization,1,6,ablation-analysis,Ablation analysis,use,domain-speci c ontology
summarization,1,35,ablation-analysis,3/8,showcase,attention weights
summarization,1,35,ablation-analysis,attention weights,of,two samples
summarization,1,35,ablation-analysis,Ablation analysis,showcase,attention weights
summarization,1,35,ablation-analysis,Ablation analysis,has,3/8
summarization,1,24,baselines,baseline models,are,LSA
summarization,1,24,baselines,baseline models,are,LexRank
summarization,1,24,baselines,baseline models,are,vanilla pointer - generator model
summarization,1,24,baselines,baseline models,are,background - aware PG
summarization,1,24,baselines,vanilla pointer - generator model,with,copy mechanism
summarization,1,24,baselines,Baselines,has,baseline models
summarization,1,19,experimental-setup,QuickUMLS,to extract,UMLS concepts
summarization,1,19,experimental-setup,UMLS concepts,from,FINDINGS section
summarization,1,19,experimental-setup,Experimental setup,use,QuickUMLS
summarization,1,21,experiments,exact n-gram matching,to identify,important radiology entities
summarization,1,11,model,original pointer - generator network,with,domain-speci c ontology
summarization,1,11,model,Model,extend,original pointer - generator network
summarization,1,12,model,ontologies ( UMLS or RadLex ),to,input clinical text
summarization,1,12,model,input clinical text,to from,new encoded sequence
summarization,1,12,model,Model,link,ontologies ( UMLS or RadLex )
summarization,1,13,model,mapping function,to output,concepts
summarization,1,13,model,concepts,if,input token
summarization,1,13,model,input token,appears in,ontology
summarization,1,13,model,Model,by using,mapping function
summarization,1,14,model,second biLSTM,to encode,additional ontology terms
summarization,1,14,model,second biLSTM,to encode,additional context vector
summarization,1,14,model,additional context vector,uses,domain-ontology sequence
summarization,1,15,model,additional context vector,acts as,additional global information
summarization,1,15,model,additional global information,to help,decoding process
summarization,1,15,model,decoding process,modi,decoder
summarization,1,15,model,decoder,to accept,new ontological - aware context vector
summarization,1,15,model,Model,has,additional context vector
summarization,1,18,model,UMLS,is,medical ontology
summarization,1,18,model,medical ontology,includes,"different procedures , conditions , symptoms"
summarization,1,18,model,Model,has,UMLS
summarization,1,20,model,RadLex,contains,widely - used ontology
summarization,1,20,model,RadLex,organised in,hierarchical structure
summarization,1,20,model,widely - used ontology,of,radiology terms
summarization,1,20,model,Model,has,RadLex
summarization,1,5,results,Radiology report,consists of,two main sections
summarization,1,5,results,Results,has,Radiology report
summarization,1,7,results,human evaluation,on,how good
summarization,1,7,results,how good,in retaining,salient information
summarization,1,7,results,generated summaries,in retaining,salient information
summarization,1,7,results,how good,has,generated summaries
summarization,1,22,results,41066 radiology reports,from,MedStar Georgetown University Hospital
summarization,1,23,results,evaluation metric,is,ROUGE scores
summarization,1,23,results,Results,has,evaluation metric
summarization,1,28,results,our RadLex - generated summary,improves,completeness and accuracy
summarization,1,28,results,completeness and accuracy,while maintaining,readability
summarization,1,28,results,Results,show,our RadLex - generated summary
summarization,1,29,results,net gain,of,10 reports
summarization,1,29,results,10 reports,shown,improvement
summarization,1,29,results,improvement,in,completeness
summarization,1,29,results,completeness,between,score 3 and 4
summarization,1,30,results,signi cantly less critical errors,only 5 % of,generated summaries
summarization,1,31,results,RadLex - generated summaries,to identify,ontology - aware models
summarization,1,31,results,outperformed,on both,dev and test set
summarization,1,31,results,other baseline models,on both,dev and test set
summarization,1,31,results,RadLex ontology model,achieving,highest performance
summarization,1,31,results,ontology - aware models,has,outperformed
summarization,1,31,results,outperformed,has,other baseline models
summarization,1,32,results,LexRank and LSA,has,signi cantly underperformed
summarization,1,32,results,Results,has,LexRank and LSA
summarization,1,33,results,our ontology - aware decoder,able to attend,more radiology terms
summarization,1,33,results,Results,examine,attention weights
summarization,1,36,results,our model,attend,more radiological terms
summarization,1,36,results,more radiological terms,within,FINDINGS section
summarization,1,36,results,more radiological terms,improving,summary generation process
summarization,1,36,results,vanilla PG,has,our model
summarization,1,36,results,Results,Relative to,vanilla PG
summarization,1,37,results,100 reports,where,each report
summarization,1,37,results,each report,has,radiology FINDINGS
summarization,1,37,results,Results,has,HUMAN EVALUATIONWe
summarization,1,38,results,radiologist,score,each IMPRESSION
summarization,1,38,results,Results,has,radiologist
summarization,1,39,results,summaries,could,improve further
summarization,1,39,results,Ryan Data Scientist,has,summaries
summarization,1,39,results,Results,has,Ryan Data Scientist
summarization,1,40,results,RadLex - generated summaries,able to select,important points
summarization,1,40,results,RadLex - generated summaries,able to identify,important points
summarization,1,40,results,important points,related to,RadLex terms
summarization,1,40,results,important points,able to identify,important points
summarization,1,40,results,radiologist,has,missed
summarization,1,40,results,Results,has,RadLex - generated summaries
summarization,1,41,results,our approach,generates,repetitive sentences
summarization,1,41,results,repetitive sentences,by doing,further pre- processing
summarization,1,41,results,mitigate,by doing,further pre- processing
summarization,1,41,results,further pre- processing,removing,repetitive n-grams
summarization,1,42,results,our approach,occasionally mix up,details
summarization,1,42,results,details,leading to,factual inconsistent
summarization,2,14,experimental-setup,data collection process,removed,any documents
summarization,2,14,experimental-setup,any documents,do not have,abstract or discourse structure
summarization,2,14,experimental-setup,Experimental setup,During,data collection process
summarization,2,15,experimental-setup,any math formulas and citation markers,with,special tokens
summarization,2,15,experimental-setup,Experimental setup,remove,any gures and tables
summarization,2,5,model,architecture,consists of,hierarchical encoder
summarization,2,5,model,architecture,consists of,attentive discourse - aware decoder
summarization,2,5,model,hierarchical encoder,captures,discourse structure
summarization,2,5,model,hierarchical encoder,captures,attentive discourse - aware decoder
summarization,2,5,model,discourse structure,of,research paper
summarization,2,5,model,attentive discourse - aware decoder,to generate,summary
summarization,2,5,model,Model,has,architecture
summarization,2,7,model,additional binary variable,to,decoder
summarization,2,7,model,additional binary variable,to determine,decoder
summarization,2,7,model,decoder,to determine,decoder
summarization,2,7,model,decoder,generate,word
summarization,2,7,model,Model,added,additional binary variable
summarization,2,8,model,learned and optimised,during,training
summarization,2,8,model,Model,has,copy probability
summarization,2,11,model,coverage vector,includes,information
summarization,2,11,model,coverage vector,incorporated into,attention function
summarization,2,11,model,information,about,attended document discourse sections
summarization,2,11,model,information,incorporated into,attention function
summarization,2,11,model,Model,has,coverage vector
summarization,2,16,model,abstract,is,ground-truth
summarization,2,16,model,Model,has,abstract
summarization,2,22,model,hierarchical RNN,captures,document discourse structure
summarization,2,23,model,encoder,rst encode,each discourse section
summarization,2,23,model,each discourse section,by parsing in,all the words
summarization,2,23,model,all the words,into,respective section RNN
summarization,2,23,model,Model,has,encoder
summarization,2,24,model,outputs,of,all section RNNs
summarization,2,24,model,outputs,feed,hidden states
summarization,2,24,model,hidden states,into,another RNN
summarization,2,24,model,another RNN,to encode,whole document
summarization,2,24,model,Model,takes,outputs
summarization,2,26,model,our decoder,words of,document
summarization,2,26,model,our decoder,attend to,relevant discourse section
summarization,2,26,model,each decoding step,has,our decoder
summarization,2,26,model,Model,At,each decoding step
summarization,2,27,model,discourse-related information,to modify,wordlevel attention function
summarization,2,27,model,Model,use,discourse-related information
summarization,2,28,model,decoder,use,decoder state and context vector
summarization,2,28,model,decoder state and context vector,to predict,next word
summarization,2,28,model,next word,in,summary
summarization,2,28,model,each decoding step,has,decoder
summarization,2,28,model,Model,At,each decoding step
summarization,2,17,results,average document length,being,3000 - 5000 words
summarization,2,31,results,Results,on,arXiv and PubMed dataset
summarization,2,32,results,able to outperformed,has,all the baseline models
summarization,2,32,results,all the baseline models,has,extractive and abstractive
summarization,2,32,results,Results,show,discourse- aware model
summarization,2,33,results,our model,able to generate,summaries
summarization,2,33,results,summaries,able to capture,methodology
summarization,3,18,ablation-analysis,MLM,n't improve,performance
summarization,3,18,ablation-analysis,MLM,n't improve,ne-tuning performance
summarization,3,18,ablation-analysis,performance,of,Ind -Orig variant
summarization,3,18,ablation-analysis,ne-tuning performance,with,long training steps
summarization,3,18,ablation-analysis,Ablation analysis,shows,MLM
summarization,3,18,ablation-analysis,Ablation analysis,exclude,MLM
summarization,3,23,ablation-analysis,study,set,best choices
summarization,3,23,ablation-analysis,best choices,to scale,PEGASUS model
summarization,3,23,ablation-analysis,Ablation analysis,set,best choices
summarization,3,26,ablation-analysis,our PEGASUS,to,copy
summarization,3,26,ablation-analysis,20 %,of,selected sentences
summarization,3,26,ablation-analysis,left unchanged,instead of,mask
summarization,3,26,ablation-analysis,mask,in,original input
summarization,3,26,ablation-analysis,our PEGASUS,has,20 %
summarization,3,26,ablation-analysis,copy,has,20 %
summarization,3,26,ablation-analysis,Ablation analysis,to encourage,our PEGASUS
summarization,3,27,ablation-analysis,increasing GSR,to,45 %
summarization,3,27,ablation-analysis,increasing GSR,to achieve,optimal GSR ratio
summarization,3,27,ablation-analysis,Ablation analysis,led us to,increasing GSR
summarization,3,8,baselines,pre-training objective GSG,select and mask,whole sentences
summarization,3,8,baselines,whole sentences,from,documents
summarization,3,11,baselines,three strategies,to select,gap sentences
summarization,3,16,baselines,ind-orig variant,to train,our PEGASUS - LARGE
summarization,3,37,baselines,four variants,to,principal strategy
summarization,3,37,baselines,ABLATIONS,ON,PEGASUS - BASE
summarization,3,10,experiments,gap sentences ratio,computes,number of selected gap sentences
summarization,3,10,experiments,number of selected gap sentences,total number of sentences in,document
summarization,3,25,experiments,PEGASUS -LARGE,uses,GSG ( Ind - Orig )
summarization,3,25,experiments,PEGASUS -LARGE,uses,SentencePiece Unigram vocabulary size
summarization,3,25,experiments,PEGASUS -LARGE,pre-train on,C4 and HugeNews corpus
summarization,3,25,experiments,GSG ( Ind - Orig ),without,MLM
summarization,3,25,experiments,MLM,as,pre-training objective
summarization,3,25,experiments,SentencePiece Unigram vocabulary size,of,96K
summarization,3,32,experiments,Human,rate,summaries
summarization,3,32,experiments,summaries,on,1 - 5
summarization,3,19,hyperparameters,important hyperparameter,of,GSG
summarization,3,19,hyperparameters,GSG,is,GSR
summarization,3,19,hyperparameters,GSR,determines,how many sentences to mask
summarization,3,19,hyperparameters,Hyperparameters,has,important hyperparameter
summarization,3,22,hyperparameters,GSR,of,30 %
summarization,3,22,hyperparameters,Hyperparameters,choose,GSR
summarization,3,38,hyperparameters,PEGASUS - BASE and normalised ROUGE scores,to determine,optimal choices
summarization,3,38,hyperparameters,optimal choices,of,"pre-training corpus , objective , and vocabulary size"
summarization,3,38,hyperparameters,Hyperparameters,use,PEGASUS - BASE and normalised ROUGE scores
summarization,3,9,model,concatenated,to form,pseudo summaries
summarization,3,9,model,Model,has,masked sentences
summarization,3,35,model,top-m scored sentences,based on,importance
summarization,3,35,model,Model,selecting,top-m scored sentences
summarization,3,7,results,pre-training objective,that 's,more inline
summarization,3,7,results,pre-training objective,lead to,better and faster ne-tuning performance
summarization,3,7,results,more inline,with,downstream task
summarization,3,7,results,Results,using,pre-training objective
summarization,3,12,results,independently scoring sentences,using,original method ( ind-orig )
summarization,3,12,results,independently scoring sentences,achieved,best performance
summarization,3,12,results,Results,suggests,independently scoring sentences
summarization,3,13,results,Seq-uniq,achieved,second best performance
summarization,3,13,results,Results,has,Seq-uniq
summarization,3,14,results,underperform,against,all the variants of principal method
summarization,3,14,results,Random and lead method,has,underperform
summarization,3,14,results,underperform,has,consistently
summarization,3,14,results,Results,has,Random and lead method
summarization,3,15,results,lead method,performed,well
summarization,3,15,results,lead method,performed,badly
summarization,3,15,results,well,on,two news datasets
summarization,3,15,results,badly,in,two non-news datasets
summarization,3,15,results,Results,has,lead method
summarization,3,17,results,train MLM,with or without,GSG
summarization,3,17,results,Results,show,train MLM
summarization,3,20,results,performance,of,downstream datasets
summarization,3,20,results,downstream datasets,across,different level of GSR
summarization,3,20,results,Results,compared,performance
summarization,3,21,results,best performance GSR,under,50 %
summarization,3,21,results,Results,in terms of,optimal GSR
summarization,3,29,results,performance improvements,between,PEGASUS - BASE and PEGASUS
summarization,3,29,results,Results,showcase,performance improvements
summarization,3,31,results,human evaluation,comparing,generated and human-written summaries
summarization,3,33,results,summaries,as good as,reference summaries
summarization,3,33,results,Results,both our PEGASUS - LARGE pretrained on,C4 and HugeNews
summarization,3,34,results,PEGASUS - LARGE,able to perform,relatively well
summarization,3,34,results,relatively well,compared to,human summaries
summarization,3,34,results,low ne-tuning samples,has,PEGASUS - LARGE
summarization,3,34,results,Results,even with,low ne-tuning samples
summarization,3,41,results,pre-training,with,HugeNews corpus
summarization,3,41,results,pre-training,led to,better performance
summarization,3,41,results,HugeNews corpus,led to,better performance
summarization,3,41,results,better performance,in,downstream datasets
summarization,3,41,results,downstream datasets,of,XSum and CNN / DM
summarization,4,18,ablation-analysis,performance,of,our PG - transformer
summarization,4,18,ablation-analysis,performance,by adding,coverage and n-gram blocking mechanism
summarization,4,18,ablation-analysis,our PG - transformer,by adding,coverage and n-gram blocking mechanism
summarization,4,18,ablation-analysis,Ablation analysis,further improved,performance
summarization,4,23,ablation-analysis,n-gram blocking,eliminates,all repetitions
summarization,4,23,ablation-analysis,Ablation analysis,has,n-gram blocking
summarization,4,3,model,COVERAGE LOSS,has,coverage loss
summarization,4,4,model,coverage loss,compute,minimising
summarization,4,4,model,coverage loss,by,minimising
summarization,4,4,model,minimising,between,attention vector and the coverage vector
summarization,4,4,model,coverage vector,has,coverage loss
summarization,4,4,model,Model,With,coverage vector
summarization,4,6,model,our transformer,ability to copy or generate,words
summarization,4,6,model,words,at,each given time step
summarization,4,6,model,PG Network,has,our transformer
summarization,4,6,model,Model,With,PG Network
summarization,4,7,model,generation probability,computed using,"hidden state , context vector , and decoder input"
summarization,4,7,model,Model,has,generation probability
summarization,4,13,model,Decoder,uses,beam search
summarization,4,13,model,beam search,to construct,summaries
summarization,4,13,model,n-gram blocking,eliminates,those words
summarization,4,13,model,those words,lead to,n-gram
summarization,4,13,model,Model,has,Decoder
summarization,4,11,results,ROUGE scores,has,improved
summarization,4,11,results,Results,show,ROUGE scores
summarization,4,16,results,results,generated from,24 hours
summarization,4,16,results,results,is,signi cant less
summarization,4,16,results,signi cant less,than,PG network
summarization,4,16,results,PG network,took,4 + days
summarization,4,16,results,PG network,took,Sanjabi 's transformer
summarization,4,16,results,PG network,took,2 + days
summarization,4,16,results,Results,generated from,24 hours
summarization,4,17,results,transformer baseline,with,PG - transformer
summarization,4,17,results,transformer baseline,see that,PG network
summarization,4,17,results,PG network,able to improve,performance
summarization,4,17,results,performance,of,our model
summarization,4,17,results,Results,Comparing,transformer baseline
summarization,4,19,results,n-gram block,yielded,much larger performance increase
summarization,4,19,results,much larger performance increase,than,coverage loss
summarization,4,19,results,Results,found,n-gram block
summarization,4,20,results,Baseline transformer,generated,summaries
summarization,4,20,results,summaries,with,lots of repetition
summarization,4,20,results,summaries,unable to handle,OOV words
summarization,4,20,results,Results,has,Baseline transformer
summarization,4,21,results,PG - transformer,able to reduce,OOV mishandling
summarization,4,21,results,PG - transformer,suffer from,factual inconsistency
summarization,4,21,results,Results,has,PG - transformer
summarization,4,22,results,summaries,do n't have,repetition problem
summarization,4,22,results,repetition,starts to appear in,ideas and phrases level
summarization,5,21,ablation-analysis,summaries,generated by,concept pointer
summarization,5,21,ablation-analysis,concept pointer,lowest percentage of,UNK words
summarization,5,21,ablation-analysis,Ablation analysis,show,summaries
summarization,5,42,baselines,concept distribution,on top of,usual text distribution
summarization,5,42,baselines,usual text distribution,over,original source document
summarization,5,54,baselines,selective gate,to control,information
summarization,5,54,baselines,information,owing from,encoder to decoder
summarization,5,57,baselines,CNN,for,encoder and RNN
summarization,5,57,baselines,encoder and RNN,with,attention
summarization,5,57,baselines,attention,for,decoder
summarization,5,57,baselines,Baselines,has,CNN
summarization,5,24,experiments,impact,of,concept update strategy
summarization,5,51,experiments,relevant or irrelevant,for,model adaption
summarization,5,47,hyperparameters,KL divergence,between,each training reference summary
summarization,5,47,hyperparameters,KL divergence,between,set of documents
summarization,5,47,hyperparameters,set of documents,from,test set
summarization,5,50,hyperparameters,KL divergence loss function,included in,training process
summarization,5,50,hyperparameters,KL divergence loss function,measures,overall distance
summarization,5,50,hyperparameters,overall distance,between,test set
summarization,5,50,hyperparameters,overall distance,between,each of our reference summary - document pairs
summarization,5,50,hyperparameters,Hyperparameters,has,KL divergence loss function
summarization,5,5,model,concept set and the original source text,when generating,abstractive summaries
summarization,5,5,model,Model,choose between,concept set and the original source text
summarization,5,7,model,context vector,feed to,our decoder
summarization,5,7,model,context vector,to determine,probability to generating new words ( p_gen )
summarization,5,7,model,our decoder,use,context vector
summarization,5,7,model,context vector,to determine,probability to generating new words ( p_gen )
summarization,5,7,model,probability to generating new words ( p_gen ),from,our vocabulary distribution
summarization,5,7,model,Model,has,context vector
summarization,5,9,model,Microsoft Concept Graph,to map,word
summarization,5,9,model,word,to,related concepts
summarization,5,9,model,Model,use,Microsoft Concept Graph
summarization,5,10,model,knowledge base,covers,huge concept space
summarization,5,10,model,knowledge base,covers,relationships
summarization,5,10,model,relationships,between,concepts and entities
summarization,5,10,model,relationships,are,probabilistic
summarization,5,10,model,Model,has,knowledge base
summarization,5,11,model,concept graph,take in,word
summarization,5,11,model,concept graph,take in,word
summarization,5,11,model,concept graph,estimates,probability
summarization,5,11,model,word,belongs to,particular concept
summarization,5,11,model,probability,that,word
summarization,5,11,model,word,belongs to,particular concept
summarization,5,11,model,Model,has,concept graph
summarization,5,12,model,probabilities,given,each word
summarization,5,12,model,concept graph,set of,concept candidates
summarization,5,12,model,concept candidates,believes,word belongs to
summarization,5,12,model,probabilities,has,concept graph
summarization,5,12,model,each word,has,concept graph
summarization,5,12,model,Model,With,probabilities
summarization,5,13,model,context vector,from,encoder-decoder framework
summarization,5,13,model,Model,to select,right concept candidate
summarization,5,29,model,Abstraction,abstract concepts in,summary
summarization,5,29,model,How appropriate,abstract concepts in,summary
summarization,5,29,model,Abstraction,has,How appropriate
summarization,5,29,model,Model,has,Abstraction
summarization,5,30,model,novel model architecture,proposed,distant supervised learning technique
summarization,5,30,model,distant supervised learning technique,to allow,our model
summarization,5,30,model,our model,to adapt to,different datasets
summarization,5,30,model,Model,On top of,novel model architecture
summarization,5,30,model,Model,proposed,distant supervised learning technique
summarization,5,33,model,encoder-decoder framework,consists of,two -layer bidirectional LSTM - RNN encoder
summarization,5,33,model,encoder-decoder framework,consists of,one- layer LSTM - RNN decoder
summarization,5,33,model,one- layer LSTM - RNN decoder,with,attention mechanism
summarization,5,33,model,Model,has,encoder-decoder framework
summarization,5,34,model,Each word,in,input sequence
summarization,5,34,model,Model,has,Each word
summarization,5,35,model,context vector,computed,attention mechanism
summarization,5,35,model,context vector,applying,attention mechanism
summarization,5,35,model,attention mechanism,over,hidden state representations
summarization,5,35,model,Model,has,context vector
summarization,5,37,model,context vector,to update,concept distribution
summarization,5,37,model,Model,use,context vector
summarization,5,38,model,updated weights,by feeding,current hidden state
summarization,5,38,model,updated weights,by feeding,context vector
summarization,5,38,model,updated weights,by feeding,current concept candidate
summarization,5,38,model,current concept candidate,into,softmax classi er
summarization,5,38,model,Model,compute,updated weights
summarization,5,39,model,updated weight,added to,existing concept probability
summarization,5,39,model,existing concept probability,to factor in,context
summarization,5,39,model,context,of,input sequence
summarization,5,39,model,Model,has,updated weight
summarization,5,40,model,concept pointer network,consists of,normal pointer
summarization,5,40,model,concept pointer network,consists of,concept pointer
summarization,5,40,model,concept pointer network,as,concept pointer
summarization,5,40,model,normal pointer,to,source document
summarization,5,40,model,normal pointer,to,source document
summarization,5,40,model,concept pointer,to,relevant concepts
summarization,5,40,model,relevant concepts,given,source document
summarization,5,40,model,Model,has,concept pointer network
summarization,5,41,model,concept pointer,added to,normal pointer ( attention distribution )
summarization,5,41,model,scaled element -wise,by,attention distribution
summarization,5,41,model,Model,has,concept pointer
summarization,5,45,model,our model,to lower,dissimilarity
summarization,5,45,model,dissimilarity,in,our nal loss
summarization,5,45,model,Model,retrain,our model
summarization,5,46,model,labels,to indicate how close,training set
summarization,5,46,model,training set,to,our test set
summarization,5,46,model,Model,need,labels
summarization,5,48,model,training pairs,are,distantly - labelled
summarization,5,48,model,Model,has,training pairs
summarization,5,49,model,representations,has,of both reference summaries and documents
summarization,5,49,model,Model,has,representations
summarization,5,53,model,temporal attention,on,decoder
summarization,5,53,model,temporal attention,to reduce,repetition
summarization,5,53,model,decoder,to reduce,repetition
summarization,5,53,model,Model,has,temporal attention
summarization,5,67,model,novel model architecture,proposed,distant supervised learning technique
summarization,5,67,model,distant supervised learning technique,to allow,our model
summarization,5,67,model,our model,to adapt to,different datasets
summarization,5,67,model,Model,On top of,novel model architecture
summarization,5,67,model,Model,proposed,distant supervised learning technique
summarization,5,16,results,evaluation metric,is,ROUGE score
summarization,5,16,results,Results,has,evaluation metric
summarization,5,20,results,all the baseline models,on,all metrics
summarization,5,20,results,all metrics,except,RG - 2
summarization,5,20,results,RG - 2,on,Gigaword
summarization,5,20,results,concept pointer,has,outperformed
summarization,5,20,results,outperformed,has,all the baseline models
summarization,5,20,results,Results,has,concept pointer
summarization,5,22,results,abstractiveness,of,our generated summaries
summarization,5,22,results,Results,showcase,abstractiveness
summarization,5,26,results,small variation,in,ROUGE scores
summarization,5,26,results,small variation,between,different number of concept candidates
summarization,5,26,results,ROUGE scores,between,different number of concept candidates
summarization,5,28,results,human evaluations,where,each volunteer
summarization,5,28,results,Results,conducted,human evaluations
summarization,5,31,results,automatic and human evaluation,shown,strong improvement
summarization,5,31,results,strong improvement,over,SOTA baselines
summarization,5,31,results,Results,has,automatic and human evaluation
summarization,5,44,results,summary - document pairs,of,our training set
summarization,5,44,results,summary - document pairs,are,different
summarization,5,44,results,different,than to,testing set
summarization,5,44,results,our model,would perform,poorly
summarization,5,44,results,summary - document pairs,has,our model
summarization,5,44,results,Results,If,summary - document pairs
summarization,5,60,results,Results,has,Normal PG 8 . CGU
summarization,5,63,results,"How readable , relevant , and informative",is,summary
summarization,5,63,results,"How readable , relevant , and informative",randomly selected,20 examples
summarization,5,63,results,summary,randomly selected,20 examples
summarization,5,63,results,20 examples,with,three different summaries
summarization,5,63,results,20 examples,score,often
summarization,5,63,results,Results,has,"How readable , relevant , and informative"
summarization,5,64,results,outperformed,both,seq2seq model
summarization,5,64,results,outperformed,both,pointer generator
summarization,5,64,results,concept pointer network,has,outperformed
summarization,5,64,results,Results,showcase,concept pointer network
summarization,5,65,results,generated summaries,seems to be,uent and informative
summarization,5,65,results,Results,has,generated summaries
summarization,5,68,results,automatic and human evaluation,shown,strong improvement
summarization,5,68,results,strong improvement,over,SOTA baselines
summarization,5,68,results,Results,has,automatic and human evaluation
summarization,6,7,baselines,RNN ( N ),experiment with,alignment methods
summarization,6,7,baselines,alignment methods,applied at both,word and constituent level
summarization,6,7,baselines,Baselines,has,RNN ( N )
summarization,6,8,baselines,evaluation metrics,is,"ROUGE -1 , 2 , L ,"
summarization,6,8,baselines,evaluation metrics,is,METEOR
summarization,6,8,baselines,Baselines,has,evaluation metrics
summarization,6,9,experiments,2 - 5 reference summaries,evaluate,generated summaries
summarization,6,15,model,crowd workers,to identify,generated summary
summarization,6,15,model,generated summary,best convey,sampled reference summary content
summarization,6,15,model,Model,has,crowd workers
summarization,6,21,model,constituents,to make,uent sentences
summarization,6,21,model,uent sentences,without including,irrelevant context
summarization,6,21,model,Model,combine,constituents
summarization,6,11,results,performance,of,three different extractive models
summarization,6,11,results,Results,compared,performance
summarization,6,12,results,outperformed,in,all three extractive models
summarization,6,12,results,baseline method,in,all three extractive models
summarization,6,12,results,proposed alignment method,has,outperformed
summarization,6,12,results,outperformed,has,baseline method
summarization,6,12,results,Results,see that,proposed alignment method
summarization,6,13,results,All three models,seem to perform,similarly
summarization,6,13,results,similarly,using,extractive targets
summarization,6,13,results,Results,has,All three models
summarization,6,14,results,pyramid score,of,each alignment
summarization,6,18,results,"sentence - level , stable -matched alignment method",with,R-wtd similarity metric
summarization,6,18,results,performed better,than,previous method
summarization,6,18,results,previous method,of computing,gold extractive summaries
summarization,6,18,results,R-wtd similarity metric,has,performed better
summarization,6,18,results,Results,shown that,"sentence - level , stable -matched alignment method"
summarization,6,24,results,truncation,of,our documents
summarization,6,24,results,truncation,might,hurt
summarization,6,24,results,our documents,might,hurt
summarization,6,24,results,performance,of,our novel chapter summarisation model
summarization,6,24,results,hurt,has,performance
