topic,paper_ID,sentence_ID,info-unit,sub,pred,obj,triplets,pred_weights
Blogs,0,32,results,cnn hidden image features,leads to,faster training,cnn hidden image features leads to faster training,0.6556745171546936
Blogs,0,32,results,zero mean and unit variance,leads to,faster training,zero mean and unit variance leads to faster training,0.7035365700721741
Blogs,0,32,results,results,Normalising,cnn hidden image features,results Normalising cnn hidden image features,0.6581441760063171
Blogs,0,33,results,model,does not perform,well,model does not perform well,0.73469477891922
Blogs,0,33,results,counting objects,when,multiple objects are present,counting objects when multiple objects are present,0.6360155940055847
Blogs,0,33,results,results,has,model,results has model,0.5339115858078003
Blogs,1,7,ablation-analysis,aggregated features,helps in,most category of questions,aggregated features helps in most category of questions,0.6795678734779358
Blogs,1,7,ablation-analysis,aggregated features,seems to,hurt,aggregated features seems to hurt,0.7207775115966797
Blogs,1,7,ablation-analysis,hurt,for,counting based questions,hurt for counting based questions,0.6581090688705444
Blogs,1,7,ablation-analysis,ablation analysis,has,aggregated features,ablation analysis has aggregated features,0.5833402872085571
Blogs,1,9,ablation-analysis,ablation analysis,limits,scope of supervision,ablation analysis limits scope of supervision,0.6677761077880859
Blogs,1,6,baselines,soft attention mechanism,weighted sum over,spatial features,soft attention mechanism weighted sum over spatial features,0.7275723814964294
Blogs,1,6,baselines,spatial features,obtain,single feature vector,spatial features obtain single feature vector,0.5648811459541321
Blogs,1,21,hyperparameters,attention weights,are,1,attention weights are 1,0.5854918360710144
Blogs,1,21,hyperparameters,attention weights,are,0,attention weights are 0,0.6005037426948547
Blogs,1,21,hyperparameters,1,when,object,1 when object,0.5951433181762695
Blogs,1,21,hyperparameters,1,when,object,1 when object,0.5951433181762695
Blogs,1,21,hyperparameters,object,present in,proposal,object present in proposal,0.6485181450843811
Blogs,1,21,hyperparameters,object,present in,absent from the proposal,object present in absent from the proposal,0.7013809680938721
Blogs,1,21,hyperparameters,0,when,object,0 when object,0.7170518636703491
Blogs,1,21,hyperparameters,hyperparameters,has,rst assumption,hyperparameters has rst assumption,0.49561044573783875
Blogs,1,28,hyperparameters,attention weight,for,i th proposal,attention weight for i th proposal,0.5872717499732971
Blogs,1,28,hyperparameters,i th proposal,corresponds to,i th node,i th proposal corresponds to i th node,0.7100499868392944
Blogs,1,28,hyperparameters,i th node,in,graph,i th node in graph,0.5456256866455078
Blogs,1,28,hyperparameters,edge,between,nodes i and j,edge between nodes i and j,0.6613932847976685
Blogs,1,28,hyperparameters,nodes i and j,has,weight a i * a j,nodes i and j has weight a i * a j,0.5543829202651978
Blogs,1,28,hyperparameters,hyperparameters,has,attention weight,hyperparameters has attention weight,0.5137538313865662
Blogs,1,39,hyperparameters,number of proposals,correspond of,each instance,number of proposals correspond of each instance,0.6208290457725525
Blogs,1,39,hyperparameters,number of proposals,scale down,edges,number of proposals scale down edges,0.6946276426315308
Blogs,1,39,hyperparameters,each instance,of,object,each instance of object,0.5914262533187866
Blogs,1,39,hyperparameters,edges,corresponding to,different instances,edges corresponding to different instances,0.6037439107894897
Blogs,1,39,hyperparameters,hyperparameters,Count,number of proposals,hyperparameters Count number of proposals,0.6454066634178162
Blogs,1,41,hyperparameters,number of proposals,corresponding to,object,number of proposals corresponding to object,0.594887375831604
Blogs,1,41,hyperparameters,number of proposals,estimated based on,similarity,number of proposals estimated based on similarity,0.7052245736122131
Blogs,1,41,hyperparameters,similarity,between,different proposals,similarity between different proposals,0.681525468826294
Blogs,1,41,hyperparameters,hyperparameters,has,number of proposals,hyperparameters has number of proposals,0.5229668617248535
Blogs,1,48,hyperparameters,k,should be,one,k should be one,0.7664856314659119
Blogs,1,48,hyperparameters,ideal setting,has,k,ideal setting has k,0.6233310699462891
Blogs,1,11,model,model,using,attention maps,model using attention maps,0.640828549861908
Blogs,1,12,model,weighted averaging,based on,different attention maps,weighted averaging based on different attention maps,0.6267881393432617
Blogs,1,12,model,weighted averaging,end up averaging,features,weighted averaging end up averaging features,0.7098037004470825
Blogs,1,12,model,features,corresponding to,difference instances,features corresponding to difference instances,0.5309000611305237
Blogs,1,12,model,difference instances,of,object,difference instances of object,0.5822270512580872
Blogs,1,12,model,model,perform,weighted averaging,model perform weighted averaging,0.6025456786155701
Blogs,1,16,model,count module,is,separate pipeline,count module is separate pipeline,0.5902402997016907
Blogs,1,16,model,separate pipeline,integrated with,most of the existing attention based vqa models,separate pipeline integrated with most of the existing attention based vqa models,0.6879718899726868
Blogs,1,16,model,most of the existing attention based vqa models,without affecting,performance,most of the existing attention based vqa models without affecting performance,0.6644174456596375
Blogs,1,16,model,performance,on,non-count based questions,performance on non-count based questions,0.5456417202949524
Blogs,1,16,model,model,proposed,count module,model proposed count module,0.7663606405258179
Blogs,1,17,model,inputs,to,count module,inputs to count module,0.5928882956504822
Blogs,1,17,model,count module,are,attention maps,count module are attention maps,0.5883016586303711
Blogs,1,17,model,count module,are,object proposals,count module are object proposals,0.5948356986045837
Blogs,1,17,model,countfeature vector,to,answer,countfeature vector to answer,0.5746052861213684
Blogs,1,17,model,answer,has,count based question,answer has count based question,0.6354272961616516
Blogs,1,17,model,model,has,inputs,model has inputs,0.5300602912902832
Blogs,1,18,model,top level idea,given,object proposals,top level idea given object proposals,0.6984712481498718
Blogs,1,18,model,top level idea,given,attention maps,top level idea given attention maps,0.7065422534942627
Blogs,1,18,model,top level idea,create,graph,top level idea create graph,0.6716458201408386
Blogs,1,18,model,attention maps,create,graph,attention maps create graph,0.6664685606956482
Blogs,1,18,model,graph,where,nodes are objects ( object proposals ),graph where nodes are objects ( object proposals ),0.618366003036499
Blogs,1,18,model,graph,where,edges,graph where edges,0.6510108113288879
Blogs,1,18,model,edges,capture,how similar,edges capture how similar,0.6378594040870667
Blogs,1,18,model,how similar,has,object proposals are,how similar has object proposals are,0.546590268611908
Blogs,1,18,model,model,has,top level idea,model has top level idea,0.5563551783561707
Blogs,1,19,model,graph,so that,count of the object,graph so that count of the object,0.6159601807594299
Blogs,1,19,model,transformed,by,removing and scaling edges,transformed by removing and scaling edges,0.6238846182823181
Blogs,1,19,model,transformed,so that,count of the object,transformed so that count of the object,0.6378737092018127
Blogs,1,19,model,count of the object,obtained,easily,count of the object obtained easily,0.653989851474762
Blogs,1,19,model,model,has,graph,model has graph,0.6106921434402466
Blogs,1,22,model,any two object,corresponding to,completely different objects,any two object corresponding to completely different objects,0.5732099413871765
Blogs,1,25,model,attention weights ( a ),to generate,attention matrix ( a ),attention weights ( a ) to generate attention matrix ( a ),0.6892462372779846
Blogs,1,25,model,attention matrix ( a ),by performing,outer product,attention matrix ( a ) by performing outer product,0.7031179666519165
Blogs,1,25,model,outer product,between,a and a t,outer product between a and a t,0.6938678026199341
Blogs,1,25,model,model,has,attention weights ( a ),model has attention weights ( a ),0.5478595495223999
Blogs,1,27,model,a,corresponds to,adjacency matrix,a corresponds to adjacency matrix,0.7366114258766174
Blogs,1,27,model,adjacency matrix,of,graph,adjacency matrix of graph,0.5630601644515991
Blogs,1,27,model,model,has,a,model has a,0.5863970518112183
Blogs,1,29,model,graph,is,weighted directed graph,graph is weighted directed graph,0.5348915457725525
Blogs,1,29,model,graph,is,subgraph of vertices,graph is subgraph of vertices,0.5693567395210266
Blogs,1,29,model,subgraph of vertices,satisfying,condition a i = 1,subgraph of vertices satisfying condition a i = 1,0.6935193538665771
Blogs,1,29,model,condition a i = 1,is,complete directed graph,condition a i = 1 is complete directed graph,0.573486864566803
Blogs,1,29,model,complete directed graph,with,self-loops,complete directed graph with self-loops,0.6041803956031799
Blogs,1,29,model,model,note,graph,model note graph,0.6263100504875183
Blogs,1,29,model,model,note,subgraph of vertices,model note subgraph of vertices,0.5748913288116455
Blogs,1,31,model,proposals,are,distinct,proposals are distinct,0.6870817542076111
Blogs,1,32,model,objective,eliminate,edges,objective eliminate edges,0.6580469012260437
Blogs,1,32,model,edges,such that,underlying objects,edges such that underlying objects,0.5399007201194763
Blogs,1,32,model,model,eliminate,edges,model eliminate edges,0.7325636744499207
Blogs,1,32,model,model,has,objective,model has objective,0.5278581380844116
Blogs,1,33,model,two type of duplicate edges,has,intra-object edges,two type of duplicate edges has intra-object edges,0.5398439764976501
Blogs,1,33,model,model,removing,two type of duplicate edges,model removing two type of duplicate edges,0.7309216260910034
Blogs,1,34,model,removed,by computing,distance matrix,removed by computing distance matrix,0.71586674451828
Blogs,1,34,model,iou matrix,corresponds to,intersection - over - union matrix,iou matrix corresponds to intersection - over - union matrix,0.6893324255943298
Blogs,1,34,model,distance matrix,has,d,distance matrix has d,0.5706809163093567
Blogs,1,34,model,1 -,has,iou,1 - has iou,0.6994302272796631
Blogs,1,34,model,model,has,intra-object edges,model has intra-object edges,0.5373787879943848
Blogs,1,35,model,modi ed adjacency matrix a ',by performing,element -,modi ed adjacency matrix a ' by performing element -,0.6936673521995544
Blogs,1,35,model,wise product,between,f 1 ( a ) and f 2 ( d ),wise product between f 1 ( a ) and f 2 ( d ),0.6393969058990479
Blogs,1,35,model,element -,has,wise product,element - has wise product,0.6028987169265747
Blogs,1,35,model,model,has,modi ed adjacency matrix a ',model has modi ed adjacency matrix a ',0.5838878154754639
Blogs,1,40,model,effect,reducing,weights,effect reducing weights,0.6881207227706909
Blogs,1,40,model,weights,of,multiple proposals,weights of multiple proposals,0.5942184925079346
Blogs,1,40,model,multiple proposals,equivalent to,single proposal,multiple proposals equivalent to single proposal,0.6357001662254333
Blogs,1,40,model,model,creates,effect,model creates effect,0.6156688928604126
Blogs,1,40,model,model,reducing,weights,model reducing weights,0.7195107340812683
Blogs,1,42,model,matrix,corresponding to,"similarity between proposals ( sim i , j )","matrix corresponding to similarity between proposals ( sim i , j )",0.5820456147193909
Blogs,1,42,model,matrix,transformed into,vector,matrix transformed into vector,0.6944220662117004
Blogs,1,42,model,vector,corresponding to,scaling factor,vector corresponding to scaling factor,0.614334225654602
Blogs,1,42,model,scaling factor,of,each node,scaling factor of each node,0.6083597540855408
Blogs,1,42,model,matrix,to scale,incoming and the outgoing edges,matrix to scale incoming and the outgoing edges,0.6865054965019226
Blogs,1,42,model,model,has,matrix,model has matrix,0.5443862080574036
Blogs,1,43,model,self edges,added back,scaling,self edges added back scaling,0.7483891248703003
Blogs,1,43,model,model,has,self edges,model has self edges,0.5661197900772095
Blogs,1,44,model,transformed matrix c,is,complete graph,transformed matrix c is complete graph,0.5632933378219604
Blogs,1,44,model,complete graph,with,selfloops,complete graph with selfloops,0.6403372883796692
Blogs,1,44,model,selfloops,where,nodes,selfloops where nodes,0.6723536849021912
Blogs,1,44,model,nodes,corresponds to,all the relevant object instances,nodes corresponds to all the relevant object instances,0.7023066878318787
Blogs,1,44,model,nodes,not to,object proposals,nodes not to object proposals,0.5973976254463196
Blogs,1,44,model,model,has,transformed matrix c,model has transformed matrix c,0.5746623873710632
Blogs,1,45,model,actual count,obtained from,c,actual count obtained from c,0.6717670559883118
Blogs,1,45,model,c,by performing,sum over all its values,c by performing sum over all its values,0.7064953446388245
Blogs,1,45,model,model,has,actual count,model has actual count,0.5928593873977661
Blogs,1,46,model,original count problem,was,regression problem,original count problem was regression problem,0.5428510904312134
Blogs,1,46,model,original count problem,transformed into,classi cation problem,original count problem transformed into classi cation problem,0.6186316013336182
Blogs,1,46,model,classi cation problem,to avoid,scale issues,classi cation problem to avoid scale issues,0.6588699221611023
Blogs,1,46,model,model,has,original count problem,model has original count problem,0.5649904012680054
Blogs,1,47,model,k-hot n-dimensional vector,called,o,k-hot n-dimensional vector called o,0.6775732636451721
Blogs,1,47,model,number of object proposals,feed into,module,number of object proposals feed into module,0.6546351909637451
Blogs,1,49,model,c,is,exact integer,c is exact integer,0.614538848400116
Blogs,1,49,model,output,is,1 - hot vector,output is 1 - hot vector,0.5447221994400024
Blogs,1,49,model,1 - hot vector,with,value in index corresponding to c,1 - hot vector with value in index corresponding to c,0.6612388491630554
Blogs,1,49,model,value in index corresponding to c,set to,1,value in index corresponding to c set to 1,0.742312490940094
Blogs,1,49,model,c,has,output,c has output,0.6318440437316895
Blogs,1,49,model,exact integer,has,output,exact integer has output,0.5991214513778687
Blogs,1,49,model,model,If,c,model If c,0.6369372606277466
Blogs,1,50,model,c,is,real number,c is real number,0.6023186445236206
Blogs,1,50,model,linear interpolation,between,two one- hot vectors,linear interpolation between two one- hot vectors,0.6654758453369141
Blogs,1,50,model,c,has,output,c has output,0.6318440437316895
Blogs,1,50,model,real number,has,output,real number has output,0.580062210559845
Blogs,1,51,model,count module,computing,con dence,count module computing con dence,0.7510168552398682
Blogs,1,51,model,con dence,of,prediction,con dence of prediction,0.6311585307121277
Blogs,1,51,model,prediction,by de ning,two variables p a and p d,prediction by de ning two variables p a and p d,0.6145282983779907
Blogs,1,51,model,model,has,count module,model has count module,0.6115907430648804
Blogs,1,8,results,counting questions,do not have,ground truth segmentation,counting questions do not have ground truth segmentation,0.6284496784210205
Blogs,1,8,results,ground truth segmentation,of,objects to be counted,ground truth segmentation of objects to be counted,0.5834763050079346
Blogs,1,8,results,ground truth segmentation,where,objects to be counted,ground truth segmentation where objects to be counted,0.6176851391792297
Blogs,1,8,results,objects to be counted,present on,image,objects to be counted present on image,0.7565549612045288
Blogs,1,8,results,results,For,counting questions,results For counting questions,0.5855093002319336
Blogs,1,10,results,modi cation,in,architecture,modi cation in architecture,0.5565038919448853
Blogs,1,10,results,modi cation,to enhance,performance,modi cation to enhance performance,0.7155423164367676
Blogs,1,10,results,modi cation,should not degrade,performance,modi cation should not degrade performance,0.7409775853157043
Blogs,1,10,results,performance,on,counting questions,performance on counting questions,0.5299510359764099
Blogs,1,10,results,performance,on,other classes of questions,performance on other classes of questions,0.523235023021698
Blogs,1,10,results,performance,should not degrade,performance,performance should not degrade performance,0.7414284944534302
Blogs,1,10,results,performance,on,other classes of questions,performance on other classes of questions,0.523235023021698
Blogs,1,10,results,performance,on,other classes of questions,performance on other classes of questions,0.523235023021698
Blogs,1,10,results,results,ensure that,modi cation,results ensure that modi cation,0.19045215845108032
Blogs,1,13,results,indistinguishable,from,scenario,indistinguishable from scenario,0.5659956932067871
Blogs,1,13,results,feature vectors,has,indistinguishable,feature vectors has indistinguishable,0.5892453193664551
Blogs,1,13,results,results,makes,feature vectors,results makes feature vectors,0.6292480230331421
Blogs,1,14,results,results,has,multiple glimpses ( multiple attention steps ),results has multiple glimpses ( multiple attention steps ),0.5419294834136963
Blogs,1,15,results,hard attention,could be,more useful,hard attention could be more useful,0.6470327377319336
Blogs,1,15,results,more useful,than,soft-attention,more useful than soft-attention,0.6097675561904907
Blogs,1,15,results,results,has,hard attention,results has hard attention,0.5850002765655518
Blogs,2,13,ablation-analysis,different learning rates and weight clipping,for,word embedding layer and softmax layer,different learning rates and weight clipping for word embedding layer and softmax layer,0.5667170882225037
Blogs,2,13,ablation-analysis,learning rate,for,embedding layer,learning rate for embedding layer,0.5718069672584534
Blogs,2,13,ablation-analysis,embedding layer,much higher than,softmax layer,embedding layer much higher than softmax layer,0.5345467925071716
Blogs,2,13,ablation-analysis,ablation analysis,has,different learning rates and weight clipping,ablation analysis has different learning rates and weight clipping,0.5335908532142639
Blogs,2,19,ablation-analysis,question words,in uence,answer,question words in uence answer,0.6493829488754272
Blogs,2,19,ablation-analysis,answer,given,bias,answer given bias,0.6247866749763489
Blogs,2,19,ablation-analysis,bias,in,images,bias in images,0.5646641850471497
Blogs,2,19,ablation-analysis,images,occurring in,coco dataset,images occurring in coco dataset,0.6353704333305359
Blogs,2,19,ablation-analysis,ablation analysis,has,question words,ablation analysis has question words,0.5270510315895081
Blogs,2,6,baselines,simple baseline method,of,bag-of-words + image features ( ibowimg ),simple baseline method of bag-of-words + image features ( ibowimg ),0.5082021355628967
Blogs,2,6,baselines,simple baseline method,to make it,competitive,simple baseline method to make it competitive,0.6079185605049133
Blogs,2,6,baselines,competitive,against,more sophisticated lstm models,competitive against more sophisticated lstm models,0.6746299862861633
Blogs,2,6,baselines,baselines,ne tune,simple baseline method,baselines ne tune simple baseline method,0.6845673322677612
Blogs,2,8,model,model vqa,modelled as,classi cation task,model vqa modelled as classi cation task,0.5851072669029236
Blogs,2,8,model,model,has,model vqa,model has model vqa,0.5722792744636536
Blogs,2,9,model,text features,Convert,input question,text features Convert input question,0.6662290096282959
Blogs,2,9,model,text features,transform to,word vectors,text features transform to word vectors,0.6789038181304932
Blogs,2,9,model,input question,to,one-hot vector,input question to one-hot vector,0.5444688200950623
Blogs,2,9,model,word vectors,using,word embedding,word vectors using word embedding,0.6556629538536072
Blogs,2,9,model,model,has,text features,model has text features,0.550437331199646
Blogs,2,10,model,image features,has,last layer activations,image features has last layer activations,0.5198462009429932
Blogs,2,10,model,model,has,image features,model has image features,0.5411174893379211
Blogs,2,12,model,text features,concatenated with,image features,text features concatenated with image features,0.6819291114807129
Blogs,2,12,model,text features,fed into,softmax,text features fed into softmax,0.6248600482940674
Blogs,2,12,model,model,has,text features,model has text features,0.550437331199646
Blogs,2,18,model,correlation,between,answer class,correlation between answer class,0.6721721291542053
Blogs,2,18,model,correlation,between,informative words ( in the question ),correlation between informative words ( in the question ),0.6511746048927307
Blogs,2,18,model,memorise,has,correlation,memorise has correlation,0.6647660136222839
Blogs,2,20,model,importance,of,each single words ( in the question ),importance of each single words ( in the question ),0.6082227230072021
Blogs,2,20,model,each single words ( in the question ),to,answer,each single words ( in the question ) to answer,0.5839237570762634
Blogs,2,20,model,model,quantify,importance,model quantify importance,0.6755158305168152
Blogs,2,21,model,class activation mapping ( cam ) approach,to highlight,informative image regions,class activation mapping ( cam ) approach to highlight informative image regions,0.6165525317192078
Blogs,2,21,model,informative image regions,relevant to,predicted answer,informative image regions relevant to predicted answer,0.6393489837646484
Blogs,2,21,model,model,uses,class activation mapping ( cam ) approach,model uses class activation mapping ( cam ) approach,0.6299638152122498
Blogs,2,14,results,ibowimg model,reports,accuracy,ibowimg model reports accuracy,0.6410222053527832
Blogs,2,14,results,accuracy,of,55.89 %,accuracy of 55.89 %,0.5577804446220398
Blogs,2,14,results,accuracy,of,61.97 %,accuracy of 61.97 %,0.5555040836334229
Blogs,2,14,results,55.89 %,for,open-ended questions,55.89 % for open-ended questions,0.5516124963760376
Blogs,2,14,results,61.97 %,for,multiple - choice questions,61.97 % for multiple - choice questions,0.5705055594444275
Blogs,2,14,results,results,has,ibowimg model,results has ibowimg model,0.5399987697601318
Blogs,2,15,results,strengths and weakness,of,different vqa datasets,strengths and weakness of different vqa datasets,0.5408313274383545
Blogs,2,22,results,comments papers-i-read,has,privacy policy,comments papers-i-read has privacy policy,0.5640309453010559
Blogs,2,22,results,privacy policy,has,login,privacy policy has login,0.5615909695625305
Blogs,2,22,results,login,has,tweet,login has tweet,0.5747577548027039
Blogs,2,22,results,results,has,comments papers-i-read,results has comments papers-i-read,0.5474403500556946
Blogs,2,23,results,start the discussion,has,name,start the discussion has name,0.5557461977005005
Blogs,2,23,results,results,has,start the discussion,results has start the discussion,0.5634199380874634
Blogs,2,24,results,first,to,comment,first to comment,0.5824790000915527
Blogs,2,24,results,results,Be,first,results Be first,0.5573645830154419
Blogs,3,38,ablation-analysis,random assignment,end up,confusing,random assignment end up confusing,0.7054392695426941
Blogs,3,38,ablation-analysis,not remedied,has,random assignment,not remedied has random assignment,0.5848641991615295
Blogs,3,38,ablation-analysis,confusing,has,our model,confusing has our model,0.5809804201126099
Blogs,3,153,ablation-analysis,attention step,is,core technical innovation,attention step is core technical innovation,0.55286705493927
Blogs,3,153,ablation-analysis,attention step,focus of,next article,attention step focus of next article,0.7442099452018738
Blogs,3,153,ablation-analysis,core technical innovation,of,bidaf,core technical innovation of bidaf,0.6092588305473328
Blogs,3,153,ablation-analysis,next article,in,series,next article in series,0.5600900053977966
Blogs,3,153,ablation-analysis,ablation analysis,has,attention step,ablation analysis has attention step,0.5650569796562195
Blogs,3,19,baselines,glove,is,unsupervised learning algorithm,glove is unsupervised learning algorithm,0.6069743037223816
Blogs,3,19,baselines,unsupervised learning algorithm,uses,co-occurrence frequencies,unsupervised learning algorithm uses co-occurrence frequencies,0.5690070390701294
Blogs,3,19,baselines,co-occurrence frequencies,of,words,co-occurrence frequencies of words,0.5671154260635376
Blogs,3,19,baselines,co-occurrence frequencies,to generate,words ' vector representations,co-occurrence frequencies to generate words ' vector representations,0.6381839513778687
Blogs,3,19,baselines,words,in,corpus,words in corpus,0.5251032114028931
Blogs,3,19,baselines,short,has,on time,short has on time,0.6382434964179993
Blogs,3,22,baselines,of glove vectors,to find,word analogies,of glove vectors to find word analogies,0.5950273275375366
Blogs,3,22,baselines,subtraction,has,of glove vectors,subtraction has of glove vectors,0.5425392389297485
Blogs,3,25,baselines,bidaf,uses,pre-trained glove embeddings,bidaf uses pre-trained glove embeddings,0.5810368061065674
Blogs,3,25,baselines,pre-trained glove embeddings,to get,vector representation,pre-trained glove embeddings to get vector representation,0.5953540205955505
Blogs,3,25,baselines,vector representation,of,words,vector representation of words,0.5798678994178772
Blogs,3,25,baselines,words,in,query and the context,words in query and the context,0.5539600849151611
Blogs,3,25,baselines,baselines,has,bidaf,baselines has bidaf,0.6077240705490112
Blogs,3,37,baselines,glove,deals with,oov words,glove deals with oov words,0.7116684317588806
Blogs,3,37,baselines,oov words,assigning them,some random vector values,oov words assigning them some random vector values,0.7036396861076355
Blogs,3,37,baselines,baselines,has,glove,baselines has glove,0.6172672510147095
Blogs,3,56,baselines,1d - cnn,is,algorithm,1d - cnn is algorithm,0.5667182803153992
Blogs,3,56,baselines,1d - cnn,mimics,human capability,1d - cnn mimics human capability,0.7436338067054749
Blogs,3,56,baselines,algorithm,mimics,human capability,algorithm mimics human capability,0.7177520394325256
Blogs,3,56,baselines,human capability,to understand,word parts,human capability to understand word parts,0.6417458057403564
Blogs,3,56,baselines,baselines,has,1d - cnn,baselines has 1d - cnn,0.5173192620277405
Blogs,3,61,baselines,1d - cnn,on,word,1d - cnn on word,0.5640896558761597
