topic,paper_ID,sentence_ID,info-unit,sub,pred,obj
summarization,2,22,model,emotionally relevant,to,current utterance
summarization,2,22,model,Model,has,role
summarization,2,23,model,information,on,current utterance
summarization,2,23,model,current utterance,along with,context
summarization,2,23,model,context,from,Global GRU
summarization,2,23,model,speaker update,has,information
summarization,2,23,model,Party GRU,has,information
summarization,2,23,model,Model,has,speaker update
summarization,2,24,model,information,important for performing,final emotion classification
summarization,2,24,model,final emotion classification,performed by,emotion GRU
summarization,2,24,model,Model,has,information
summarization,2,25,model,current emotion classification,relies on,previous emotion - relevant information
summarization,2,41,model,state of the listener,based on,current speaker utterance
summarization,2,41,model,Listener update,has,changes
summarization,2,41,model,changes,has,state of the listener
summarization,2,41,model,Model,has,Listener update
summarization,2,42,model,Visual cues,represent,information
summarization,2,42,model,Model,has,Visual cues
summarization,2,4,results,Results,Welcome to,another paper review
summarization,2,31,results,DialogueRNN,has,outperforms
summarization,2,31,results,outperforms,has,all baselines
summarization,2,31,results,Results,observe that,DialogueRNN
summarization,2,32,results,Results,using,text modality
summarization,2,34,results,other variants,found to perform,well
summarization,2,34,results,well,especially,BiDialogueRNN + Att
summarization,2,34,results,well,produced,better results
summarization,2,34,results,BiDialogueRNN + Att,produced,better results
summarization,2,34,results,Results,has,other variants
summarization,2,35,results,other models,in,multimodal setting
summarization,2,35,results,proposed model,has,DialogueRNN
summarization,2,35,results,proposed model,has,significantly outperforms
summarization,2,35,results,significantly outperforms,has,other models
summarization,2,37,results,Results,For,CMN model
summarization,3,14,ablation-analysis,answers,predicted by,MRC model
summarization,3,14,ablation-analysis,answers,considered to be,key entities
summarization,3,14,ablation-analysis,MRC model,considered to be,key entities
summarization,3,14,ablation-analysis,Ablation analysis,has,answers
summarization,3,7,experiments,key entity detection,in,uni ed approach
summarization,3,7,experiments,uni ed approach,based on,RoBERTa
summarization,3,8,experiments,RoBERTa,using,different methods
summarization,3,8,experiments,different methods,to implement,sentiment analysis
summarization,3,8,experiments,different methods,to implement,key entity detection
summarization,3,9,experiments,sentiment analysis,focus speci cally on,negative emotion information
summarization,3,12,experiments,Tags,can be,corruption
summarization,3,12,experiments,Tags,can be,fraud
summarization,3,20,experiments,sentiment,of,text
summarization,3,20,experiments,text,using,RoBERTa ( classic )
summarization,3,20,experiments,RoBERTa ( classic ),Get,nancial entity list
summarization,3,20,experiments,RoBERTa ( classic ),select,key entities
summarization,3,20,experiments,nancial entity list,select,key entities
summarization,3,20,experiments,key entities,with,tags
summarization,3,20,experiments,key entity,with,tags
summarization,3,24,experiments,number of models,determined by,number of entities
summarization,3,27,experiments,two datasets,for,Financial Field
summarization,3,27,experiments,Event Subject Extraction,for,Financial Field
summarization,3,21,hyperparameters,each piece,of,nancial data
summarization,3,21,hyperparameters,each piece,use,NER
summarization,3,21,hyperparameters,NER,to get,list of entities
summarization,3,21,hyperparameters,Hyperparameters,for,each piece
summarization,3,6,model,outperformed,for,two nancial sentiment analysis and key entity detection datasets
summarization,3,6,model,BERT,for,two nancial sentiment analysis and key entity detection datasets
summarization,3,6,model,outperformed,has,SVM
summarization,3,6,model,outperformed,has,LR
summarization,3,6,model,outperformed,has,NBM
summarization,3,6,model,outperformed,has,BERT
summarization,3,6,model,Model,proposed,ensemble learning
summarization,3,11,model,most relevant key entities,tags of,nancial text
summarization,3,19,model,key entity detection approach,for,online nancial texts
summarization,3,19,model,Model,propose,RoBERTa based sentiment analysis
summarization,3,22,model,coarse- grained task,detected,some key entities
summarization,3,22,model,some key entities,related to,nancial text
summarization,3,22,model,nancial text,from,entity list
summarization,3,22,model,Model,In,coarse- grained task
summarization,3,23,model,each entity and the nancial text,into,RoBERTa
summarization,3,23,model,each entity and the nancial text,into,RoBERTa
summarization,3,23,model,each entity and the nancial text,use,RoBERTa
summarization,3,23,model,RoBERTa,as,sentence matching model
summarization,3,23,model,RoBERTa,as,sentence matching model
summarization,3,23,model,sentence matching model,to determine,each entity
summarization,3,23,model,Model,feed,each entity and the nancial text
summarization,3,25,model,key entities,predicted as,key
summarization,3,25,model,key entities,by,RoBERTa
summarization,3,25,model,key,by,RoBERTa
summarization,3,10,results,key entity detection,able to,match
summarization,3,10,results,each nancial entity,with,text
summarization,3,10,results,each nancial entity,to detect,key entities
summarization,3,10,results,text,to detect,key entities
summarization,3,10,results,key entities,of,negative information
summarization,3,10,results,match,has,each nancial entity
summarization,3,10,results,Results,With,key entity detection
summarization,3,28,results,descriptive statistics,of,dataset
summarization,3,28,results,Results,showcase,descriptive statistics
summarization,3,29,results,evaluation metrics,are,accuracy rate
summarization,3,29,results,evaluation metrics,are,F1 score
summarization,3,29,results,accuracy rate,for,sentiment analysis
summarization,3,29,results,F1 score,for,key entity detection
summarization,3,29,results,Results,has,evaluation metrics
summarization,4,13,ablation-analysis,four most frequent aspects,from,dataset
summarization,4,13,ablation-analysis,Ablation analysis,Selected,four most frequent aspects
summarization,4,35,ablation-analysis,underperforming,of,LSTM
summarization,4,35,ablation-analysis,underperforming,due to,lack of training data
summarization,4,35,ablation-analysis,Ablation analysis,has,underperforming
summarization,4,17,baselines,Different variation of logistic regression,with,linguistic features LSTM
summarization,4,17,baselines,linguistic features LSTM,with,nal and location
summarization,4,17,baselines,nal and location,output,state SentiHood dataset
summarization,4,17,baselines,Baselines,has,Different variation of logistic regression
summarization,4,18,baselines,few strong baseline models,using,logistic regression
summarization,4,18,baselines,few strong baseline models,using,LSTM
summarization,4,18,baselines,few strong baseline models,for,future benchmarking
summarization,4,18,baselines,LSTM,for,future benchmarking
summarization,4,18,baselines,Baselines,Develop,few strong baseline models
summarization,4,34,baselines,best performing model,is,logistic regression
summarization,4,34,baselines,logistic regression,with,location masking
summarization,4,34,baselines,logistic regression,with,POS information
summarization,4,34,baselines,Baselines,has,best performing model
summarization,4,6,experiments,design of the space,is,good
summarization,4,6,experiments,service,is,horrid
summarization,4,10,experiments,"polarity class "" None """,where,sentence
summarization,4,10,experiments,sentence,does not contain,opinion
summarization,4,10,experiments,opinion,for,aspect a of location l
summarization,4,30,experiments,SentiHood Dataset,Contains,annotated sentences
summarization,4,30,experiments,annotated sentences,containing,one or two location entity mentions
summarization,4,31,experiments,sentences,with,single location entity
summarization,4,31,experiments,sentences,with,two location entities
summarization,4,31,experiments,5215 sentences,has,sentences
summarization,4,5,results,Results,has,TABSA vs ABSA
summarization,4,14,results,Results,broken down to,single location sentences
summarization,4,14,results,Results,broken down to,two locations sentences
summarization,4,14,results,Results,broken down to,overall test set
summarization,4,14,results,Results,broken down to,single location sentences
summarization,4,14,results,Results,broken down to,overall test set
summarization,4,14,results,Results,has,Results
summarization,4,15,results,results,on,single location sentences
summarization,4,15,results,results,on,two locations sentences
summarization,4,15,results,results,on,two locations sentences
summarization,4,15,results,single location sentences,showcase,model 's ability
summarization,4,15,results,single location sentences,showcase,model 's ability
summarization,4,15,results,model 's ability,to perform,correct sentiment analysis
summarization,4,15,results,model 's ability,to detect,relevant sentiment
summarization,4,15,results,two locations sentences,show,model 's ability
summarization,4,15,results,model 's ability,to detect,relevant sentiment
summarization,4,15,results,model 's ability,recognise,target entity
summarization,4,15,results,relevant sentiment,of,aspect
summarization,4,15,results,relevant sentiment,recognise,target entity
summarization,4,15,results,target entity,of,opinion
summarization,4,15,results,Results,on,single location sentences
summarization,4,15,results,Results,on,two locations sentences
summarization,4,15,results,Results,on,two locations sentences
summarization,4,26,results,space,is,great
summarization,4,26,results,great,in,McDonalds
summarization,4,26,results,service,is,horrid
summarization,4,26,results,staff,are,very friendly
summarization,4,26,results,Results,design of,space
summarization,4,36,results,consistent outperformance,of,logistic regression
summarization,4,36,results,consistent outperformance,highlights,advantage
summarization,4,36,results,logistic regression,over,LSTM
summarization,4,36,results,advantage,of,features engineering
summarization,4,36,results,advantage,when,volume of data
summarization,4,36,results,features engineering,when,volume of data
summarization,4,36,results,volume of data,is,low
summarization,4,36,results,Results,has,consistent outperformance
summarization,5,23,ablation-analysis,sparse coef cient vector,showcase,importance of different words
summarization,5,23,ablation-analysis,importance of different words,in,context
summarization,5,23,ablation-analysis,importance of different words,using,step function
summarization,5,23,ablation-analysis,context,using,step function
summarization,5,23,ablation-analysis,Ablation analysis,has,sparse coef cient vector
summarization,5,25,baselines,Baselines,has,LSTM - Final
summarization,5,26,baselines,BiLSTM,uses,nal hidden states
summarization,5,26,baselines,LSTM - Loc.,has,BiLSTM
summarization,5,26,baselines,Baselines,has,BiLSTM
summarization,5,28,baselines,Delayed memory mechanism,has,RE
summarization,5,28,baselines,RE,has,+ SenticLSTM
summarization,5,28,baselines,Baselines,has,Delayed memory mechanism
summarization,5,29,baselines,Baselines,has,re ned embeddings + SenticLSTM
summarization,5,32,experiments,SemEval 2015,showcase,similar results
summarization,5,32,experiments,similar results,with,our proposed methods
summarization,5,32,experiments,similar results,has,outperforming
summarization,5,32,experiments,our proposed methods,has,outperforming
summarization,5,32,experiments,outperforming,has,original models
summarization,5,8,hyperparameters,our aspect embeddings,to move closer to,our highly correlated target embeddings
summarization,5,8,hyperparameters,our aspect embeddings,move away from,irrelevant ones
summarization,5,8,hyperparameters,Hyperparameters,ne-tuned,our aspect embeddings
summarization,5,21,hyperparameters,model,to minimise,distance
summarization,5,21,hyperparameters,distance,to obtain,nal re ned embeddings
summarization,5,21,hyperparameters,nal re ned embeddings,for,target and aspect TARGET REPRESENTATION
summarization,5,21,hyperparameters,Hyperparameters,Compute,squared Euclidean function
summarization,5,5,model,aspect embeddings,by using,sparse coef cient vectors
summarization,5,5,model,sparse coef cient vectors,of,highly correlated words
summarization,5,7,model,each aspect,compute,context - aware aspect embeddings
summarization,5,7,model,context - aware aspect embeddings,by minimising,squared Euclidean distance
summarization,5,7,model,squared Euclidean distance,between,aspect embeddings
summarization,5,7,model,squared Euclidean distance,between,context - aware target embeddings
summarization,5,7,model,squared Euclidean distance,between,irrelevant embeddings
summarization,5,7,model,Model,for,each aspect
summarization,5,15,model,context - aware embeddings,for,targets
summarization,5,15,model,context - aware embeddings,by using,sparse coef cient vectors
summarization,5,15,model,sparse coef cient vectors,to identify,words
summarization,5,15,model,words,highly correlated to,targets
summarization,5,15,model,words,ning,target embeddings
summarization,5,15,model,Model,Construct,context - aware embeddings
summarization,5,17,model,Model,has,model framework
summarization,5,18,model,Model,has,Sentence embedding matrix
summarization,5,19,model,X,feed into,fully connected layer
summarization,5,19,model,X,feed into,step function
summarization,5,19,model,step function,to create,sparse coef cient vector u'
summarization,5,19,model,Model,has,X
summarization,5,20,model,hidden output,of,u '
summarization,5,20,model,u ',used to re ne,target and aspect embeddings
summarization,5,20,model,Model,has,hidden output
summarization,5,22,model,re ned target embeddings,multiplying,sentence word embeddings X
summarization,5,22,model,sentence word embeddings X,with,sparse coef cient vector u'
summarization,5,22,model,Model,has,re ned target embeddings
summarization,5,24,model,each target,compute,context - aware target embedding
summarization,5,24,model,context - aware target embedding,by iteratively minimising,squared Euclidean distance
summarization,5,24,model,squared Euclidean distance,between,target and the highly correlative words
summarization,5,24,model,target and the highly correlative words,in,sentence
summarization,5,24,model,Model,For,each target
summarization,5,36,model,highly correlated words,to re ne,targets and aspects embeddings
summarization,5,36,model,highly correlated words,extract,interconnection
summarization,5,36,model,interconnection,between,"speci c target , its aspect"
summarization,5,36,model,interconnection,between,context
summarization,5,36,model,interconnection,to generate,better meaningful embedding
summarization,5,36,model,Model,selecting and using,highly correlated words
summarization,5,30,results,re ned embeddings + Delayed - Memory RESULTS,For,SentiHood
summarization,5,30,results,our proposed methods,added on top of,SenticLSTM
summarization,5,30,results,Delayed - Memory,achieved,better performance
summarization,5,30,results,better performance,than,original models
summarization,5,30,results,original models,in,aspect detection
summarization,5,30,results,original models,in,sentiment classi cation
summarization,5,30,results,Results,has,re ned embeddings + Delayed - Memory RESULTS
summarization,5,31,results,allowed models,to better capture,aspects and sentiment information
summarization,5,31,results,interconnection,between,target
summarization,5,31,results,Our context - aware embeddings,has,allowed models
summarization,5,31,results,better model,has,interconnection
summarization,5,31,results,Results,has,Our context - aware embeddings
summarization,5,33,results,proposed context - aware embeddings,vs,original aspect embeddings
summarization,5,33,results,original aspect embeddings,using,TSNE
summarization,5,34,results,more separation,between,different aspects
summarization,5,34,results,different aspects,using,our context - aware embeddings
summarization,5,34,results,common traits,of,speci c aspects
summarization,6,10,ablation-analysis,temporal information,useful for,emoji prediction
summarization,6,10,ablation-analysis,emoji prediction,even for,emojis
summarization,6,10,ablation-analysis,emojis,associated with,time
summarization,6,10,ablation-analysis,Ablation analysis,demonstrates,temporal information
summarization,6,16,ablation-analysis,top 10 emojis,associated to,each emoji
summarization,6,16,ablation-analysis,top 10 emojis,discovered that,emojis
summarization,6,16,ablation-analysis,each emoji,in,embedding space
summarization,6,16,ablation-analysis,emojis,related to,music
summarization,6,16,ablation-analysis,emojis,related to,animal
summarization,6,16,ablation-analysis,emojis,related to,sweets
summarization,6,16,ablation-analysis,emojis,related to,emotions
summarization,6,16,ablation-analysis,emojis,influenced by,seasonality
summarization,6,16,ablation-analysis,emotions,influenced by,seasonality
summarization,6,16,ablation-analysis,Ablation analysis,comparing,top 10 emojis
summarization,6,27,ablation-analysis,emojis,that had,higher gains
summarization,6,27,ablation-analysis,higher gains,in,F1 score
summarization,6,27,ablation-analysis,F1 score,has,without date
summarization,6,27,ablation-analysis,Ablation analysis,has,emojis
summarization,6,28,ablation-analysis,many emojis,are,"season-specific ( e.g. , ? , ? )"
summarization,6,28,ablation-analysis,many emojis,benefit from,date embeddings
summarization,6,28,ablation-analysis,Ablation analysis,observe,many emojis
summarization,6,29,ablation-analysis,emojis,not associated to,time
summarization,6,29,ablation-analysis,emojis,benefit from,temporal information
summarization,6,29,ablation-analysis,time,benefit from,temporal information
summarization,6,29,ablation-analysis,Ablation analysis,Even,emojis
summarization,6,29,ablation-analysis,Ablation analysis,has,emojis
summarization,6,30,ablation-analysis,More analysis,on,emoji semantics and usage
summarization,6,30,ablation-analysis,emoji semantics and usage,over,specific time of the day or week
summarization,6,30,ablation-analysis,Ablation analysis,on,emoji semantics and usage
summarization,6,30,ablation-analysis,Ablation analysis,has,More analysis
summarization,6,33,ablation-analysis,sport-related emojis,varied in,meaning
summarization,6,33,ablation-analysis,meaning,across,seasons
summarization,6,33,ablation-analysis,Ablation analysis,has,sport-related emojis
summarization,6,34,ablation-analysis,interesting emoji,related to,school
summarization,6,34,ablation-analysis,changed meaning,across,seasons
summarization,6,34,ablation-analysis,during Autumn,associated with,school-related emojis
summarization,6,34,ablation-analysis,interesting emoji,has,changed meaning
summarization,6,34,ablation-analysis,school,has,changed meaning
summarization,6,34,ablation-analysis,Ablation analysis,has,interesting emoji
summarization,6,8,experiments,leaf clover emoji,associated with,good luck wishes
summarization,6,8,experiments,leaf clover emoji,has,)
summarization,6,13,experiments,Twitter,to collect,100 million US tweets corpus
summarization,6,13,experiments,four subsets,by,seasons
summarization,6,13,experiments,four subsets,of,seasonal datasets
summarization,6,20,experiments,"900,000 tweets total",used for,emoji prediction
summarization,6,5,model,emoji prediction model,based on,time information
summarization,6,5,model,Model,develop,emoji prediction model
summarization,6,7,model,Temporal correlation,between,emojis and seasonal events
summarization,6,7,model,Temporal correlation,to disambiguate,emoji meanings
summarization,6,7,model,Model,has,Temporal correlation
summarization,6,21,model,architecture,of,emoji prediction model
