topic,paper_ID,sentence_ID,info-unit,sub,pred,obj,triplets,pred_weights
Blogs,1,20,model,position - aware graphs,extended,pacsum,position - aware graphs extended pacsum,0.6843569278717041
Blogs,1,20,model,pacsum,using,sbert ( sps ),pacsum using sbert ( sps ),0.6908427476882935
Blogs,1,20,model,pacsum,consider,individual and global - graph versions,pacsum consider individual and global - graph versions,0.7109442949295044
Blogs,1,20,model,model,For,position - aware graphs,model For position - aware graphs,0.5616887807846069
Blogs,1,22,model,top + clique ( tc ),selects,top n sentences,top + clique ( tc ) selects top n sentences,0.6833429336547852
Blogs,1,22,model,top + clique ( tc ),selects,semantically central sentences,top + clique ( tc ) selects semantically central sentences,0.69554603099823
Blogs,1,22,model,semantically central sentences,to build,pseudo references,semantically central sentences to build pseudo references,0.6315820217132568
Blogs,1,22,model,model,proposed,top + clique ( tc ),model proposed top + clique ( tc ),0.7056344747543335
Blogs,1,6,results,supert,achieve,better correlation,supert achieve better correlation,0.6894695162773132
Blogs,1,6,results,better correlation,with,human evaluation,better correlation with human evaluation,0.6082729697227478
Blogs,1,6,results,human evaluation,of,18 - 39 %,human evaluation of 18 - 39 %,0.5626615285873413
Blogs,1,6,results,results,has,supert,results has supert,0.6143671870231628
Blogs,1,7,results,supert,with,reinforcement learning summariser,supert with reinforcement learning summariser,0.6393105983734131
Blogs,1,7,results,supert,yielded,strong performance,supert yielded strong performance,0.7193783521652222
Blogs,1,8,results,outperformed,has,baseline models,outperformed has baseline models,0.6163802146911621
Blogs,1,9,results,positionagnostic graphs,has,underperformed,positionagnostic graphs has underperformed,0.6069387197494507
Blogs,1,9,results,underperformed,has,position - aware graphs,underperformed has position - aware graphs,0.5726909637451172
Blogs,1,9,results,results,has,positionagnostic graphs,results has positionagnostic graphs,0.5437160730361938
Blogs,1,10,results,position - aware graphs,has,underperformed,position - aware graphs has underperformed,0.5999802350997925
Blogs,1,10,results,underperformed,has,simple sentence extraction method,underperformed has simple sentence extraction method,0.5450406670570374
Blogs,1,10,results,results,has,position - aware graphs,results has position - aware graphs,0.5301089286804199
Blogs,1,28,results,ntd with supert,yielded,strongest results,ntd with supert yielded strongest results,0.7104395031929016
Blogs,2,29,baselines,opinion merging,used,word embeddings,opinion merging used word embeddings,0.58753502368927
Blogs,2,29,baselines,word embeddings,to merge,similar opinions,word embeddings to merge similar opinions,0.6753780841827393
Blogs,2,29,baselines,similar opinions,into,different clusters,similar opinions into different clusters,0.5749016404151917
Blogs,2,29,baselines,baselines,has,opinion merging,baselines has opinion merging,0.5702974200248718
Blogs,2,31,baselines,opinion ltering,control,selection process,opinion ltering control selection process,0.6685181260108948
Blogs,2,31,baselines,selection process,by ltering,opinions,selection process by ltering opinions,0.7503706812858582
Blogs,2,31,baselines,opinions,based on,aspect category or sentiment,opinions based on aspect category or sentiment,0.5901045203208923
Blogs,2,31,baselines,baselines,has,last operation,baselines has last operation,0.5568630695343018
Blogs,2,34,baselines,evaluation metrics,are,"rouge - 1 , - 2 , and - l","evaluation metrics are rouge - 1 , - 2 , and - l",0.5505168437957764
Blogs,2,34,baselines,best / worst review,has,highest / lowest average word overlap,best / worst review has highest / lowest average word overlap,0.5317088961601257
Blogs,2,34,baselines,highest / lowest average word overlap,has,with input reviews,highest / lowest average word overlap has with input reviews,0.5676864385604858
Blogs,2,34,baselines,baselines,has,evaluation metrics,baselines has evaluation metrics,0.5402852296829224
Blogs,2,6,experiments,opiniondigest,generate,summaries,opiniondigest generate summaries,0.6608269214630127
Blogs,2,6,experiments,summaries,based on,different user needs,summaries based on different user needs,0.6867775917053223
Blogs,2,6,experiments,summaries,by ltering,selected opinion,summaries by ltering selected opinion,0.7118710875511169
Blogs,2,6,experiments,selected opinion,based on,user 's aspect and / or sentiment,selected opinion based on user 's aspect and / or sentiment,0.6454606652259827
Blogs,2,7,experiments,model,produces,informative customisable summaries,model produces informative customisable summaries,0.6362810730934143
Blogs,2,7,experiments,able to outperformed,has,other baseline models,able to outperformed has other baseline models,0.5967519283294678
Blogs,2,26,experiments,content support study,where,judges,content support study where judges,0.6612802147865295
Blogs,2,26,experiments,judges,given,8 input reviews,judges given 8 input reviews,0.7394205927848816
Blogs,2,26,experiments,8 input reviews,from,yelp,8 input reviews from yelp,0.6426012516021729
Blogs,2,33,experiments,yelp dataset,has,624 k training reviews,yelp dataset has 624 k training reviews,0.5505831241607666
Blogs,2,33,experiments,hotel,has,688k reviews,hotel has 688k reviews,0.6255432367324829
Blogs,2,42,experiments,summaries,includes,speci ed aspects,summaries includes speci ed aspects,0.6804324388504028
Blogs,2,42,experiments,speci ed aspects,has,"exclusively , partially","speci ed aspects has exclusively , partially",0.5727163553237915
Blogs,2,49,experiments,generated summaries,using,aspects and sentiments,generated summaries using aspects and sentiments,0.6590775847434998
Blogs,2,50,experiments,generated summaries,using,sentiments,generated summaries using sentiments,0.6824992895126343
Blogs,2,14,hyperparameters,pre-trained tagging model,to obtain,our opinion set,pre-trained tagging model to obtain our opinion set,0.5294024348258972
Blogs,2,14,hyperparameters,our opinion set,contains,extracted opinion phrases,our opinion set contains extracted opinion phrases,0.5937918424606323
Blogs,2,14,hyperparameters,our opinion set,contains,respective polarity and aspect categories,our opinion set contains respective polarity and aspect categories,0.6238976716995239
Blogs,2,14,hyperparameters,hyperparameters,used,pre-trained tagging model,hyperparameters used pre-trained tagging model,0.5753713846206665
Blogs,2,5,model,opinion phrases,from,multiple reviews,opinion phrases from multiple reviews,0.5432333946228027
Blogs,2,5,model,most popular ones,at,summarisation time,most popular ones at summarisation time,0.4619719684123993
Blogs,2,5,model,model,merge,opinion phrases,model merge opinion phrases,0.7217145562171936
Blogs,2,9,model,each entity,to generate,abstractive summaries,each entity to generate abstractive summaries,0.6925522089004517
Blogs,2,9,model,abstractive summaries,of,most salient opinions,abstractive summaries of most salient opinions,0.5152386426925659
Blogs,2,9,model,most salient opinions,in,relevant reviews,most salient opinions in relevant reviews,0.4696561098098755
Blogs,2,9,model,model,For,each entity,model For each entity,0.586022138595581
Blogs,2,10,model,opiniondigest,has,three main components,opiniondigest has three main components,0.5744983553886414
Blogs,2,10,model,model,has,opiniondigest,model has opiniondigest,0.5942567586898804
Blogs,2,16,model,each review,extract,entity 's opinion set,each review extract entity 's opinion set,0.6654172539710999
Blogs,2,16,model,model,For,each review,model For each review,0.6411417722702026
Blogs,2,19,model,reviews,from,extracted opinion phrases,reviews from extracted opinion phrases,0.5096780061721802
Blogs,2,19,model,reviews,generate,opinion summaries,reviews generate opinion summaries,0.6099182963371277
Blogs,2,19,model,opinion summaries,from,selected opinions,opinion summaries from selected opinions,0.5613796710968018
Blogs,2,19,model,model,reconstruct,reviews,model reconstruct reviews,0.7131854295730591
Blogs,2,20,model,transformer model,by encoding,extracted opinion phrases,transformer model by encoding extracted opinion phrases,0.7680782079696655
Blogs,2,20,model,transformer model,by encoding,learning,transformer model by encoding learning,0.8121761083602905
Blogs,2,20,model,extracted opinion phrases,of,single review,extracted opinion phrases of single review,0.5039520859718323
Blogs,2,20,model,learning,to reconstruct,review 's full text,learning to reconstruct review 's full text,0.5815160870552063
Blogs,2,20,model,model,train,transformer model,model train transformer model,0.6976329684257507
Blogs,2,21,model,trained transformer,to generate,summaries,trained transformer to generate summaries,0.6912499666213989
Blogs,2,21,model,model,used,trained transformer,model used trained transformer,0.6314522624015808
Blogs,2,22,model,summarisation,use,selected opinions,summarisation use selected opinions,0.6219534277915955
Blogs,2,22,model,selected opinions,as,input,selected opinions as input,0.5448430180549622
Blogs,2,22,model,input,to,our trained transformer model,input to our trained transformer model,0.5621010661125183
Blogs,2,22,model,our trained transformer model,to generate,respective summary,our trained transformer model to generate respective summary,0.6635300517082214
Blogs,2,22,model,selected opinions,has,concatenated together ),selected opinions has concatenated together ),0.6169745922088623
Blogs,2,22,model,model,During,summarisation,model During summarisation,0.64948570728302
Blogs,2,27,model,model,has,selecting the most salient opinions,model has selecting the most salient opinions,0.5511966347694397
Blogs,2,36,model,framework,is,unsupervised model,framework is unsupervised model,0.5615794658660889
Blogs,2,36,model,framework,not an,unsupervised model,framework not an unsupervised model,0.6382984519004822
Blogs,2,36,model,framework,required,labelled data,framework required labelled data,0.663378119468689
Blogs,2,36,model,labelled data,for,our opinion extractor model,labelled data for our opinion extractor model,0.5512559413909912
Blogs,2,36,model,model,has,framework,model has framework,0.5441871285438538
Blogs,2,25,results,opiniondigest 's summaries,scored,highest,opiniondigest 's summaries scored highest,0.6961169838905334
Blogs,2,25,results,highest,in,informativeness and coherence,highest in informativeness and coherence,0.49849992990493774
Blogs,2,35,results,yelp dataset,shows,our framework,yelp dataset shows our framework,0.6350077986717224
Blogs,2,35,results,our framework,has,outperformed,our framework has outperformed,0.5918945670127869
Blogs,2,35,results,outperformed,has,all the baseline models,outperformed has all the baseline models,0.5952280759811401
Blogs,2,35,results,results,on,yelp dataset,results on yelp dataset,0.5335524082183838
Blogs,2,39,results,proportion of sentences,in,summary,proportion of sentences in summary,0.5221617817878723
Blogs,2,39,results,proportion of sentences,"fully , partially and not supported by",input reviews,"proportion of sentences fully , partially and not supported by input reviews",0.5442811250686646
Blogs,2,39,results,summary,"fully , partially and not supported by",input reviews,"summary fully , partially and not supported by input reviews",0.48644885420799255
Blogs,2,39,results,results,showcase,proportion of sentences,results showcase proportion of sentences,0.6903634071350098
Blogs,2,40,results,opiniondigest,able to generate,summaries,opiniondigest able to generate summaries,0.6851098537445068
Blogs,2,40,results,summaries,higher proportion of,fully and partially supported sentences,summaries higher proportion of fully and partially supported sentences,0.6288427114486694
Blogs,2,40,results,results,show,opiniondigest,results show opiniondigest,0.6479992270469666
Blogs,2,41,results,how well,generate,summaries,how well generate summaries,0.5790067315101624
Blogs,2,41,results,our framework,generate,summaries,our framework generate summaries,0.6456397771835327
Blogs,2,41,results,summaries,based on,different aspects,summaries based on different aspects,0.7332322597503662
Blogs,2,41,results,how well,has,our framework,how well has our framework,0.5724499225616455
Blogs,2,41,results,results,measure,how well,results measure how well,0.6596766114234924
Blogs,2,41,results,results,measure,our framework,results measure our framework,0.6943311095237732
Blogs,2,44,results,opiniondigest,can generate,summaries,opiniondigest can generate summaries,0.7205362319946289
Blogs,2,44,results,summaries,exclusively or partially related to,speci ed aspects,summaries exclusively or partially related to speci ed aspects,0.5962995290756226
Blogs,2,44,results,results,show,opiniondigest,results show opiniondigest,0.6479992270469666
Blogs,2,46,results,example summaries,showcase,opiniondigest 's ability,example summaries showcase opiniondigest 's ability,0.8002922534942627
Blogs,2,46,results,summaries,using,opinion ltering,summaries using opinion ltering,0.6418460607528687
Blogs,2,46,results,opinion ltering,of,aspects and sentiments,opinion ltering of aspects and sentiments,0.5778369307518005
Blogs,2,46,results,opiniondigest 's ability,has,to summaries more 100 + reviews,opiniondigest 's ability has to summaries more 100 + reviews,0.5997918844223022
Blogs,2,47,results,model,to generate,summaries,model to generate summaries,0.7258272171020508
Blogs,2,47,results,summaries,based on,8 and 128 reviews,summaries based on 8 and 128 reviews,0.7224223613739014
Blogs,2,48,results,our framework,n't aggregate,review representations,our framework n't aggregate review representations,0.7604994177818298
Blogs,2,48,results,results,has,our framework,results has our framework,0.6097875237464905
Blogs,3,6,baselines,research papers,in,free-text query,research papers in free-text query,0.478974848985672
Blogs,3,6,baselines,research papers,by choosing,categorised values,research papers by choosing categorised values,0.6440368890762329
Blogs,3,6,baselines,categorised values,such as,scienti c tasks,categorised values such as scienti c tasks,0.6713381409645081
Blogs,3,6,baselines,categorised values,such as,datasets,categorised values such as datasets,0.6613027453422546
Blogs,3,4,experiments,summarising,has,computer science research papers,summarising has computer science research papers,0.541348397731781
Blogs,3,7,experiments,proposed system,ingested,"270,000 papers","proposed system ingested 270,000 papers",0.7651990652084351
Blogs,3,8,experiments,ibm science summariser,produces,summaries,ibm science summariser produces summaries,0.6643392443656921
Blogs,3,8,experiments,ibm science summariser,produces,queryfocused summarisation,ibm science summariser produces queryfocused summarisation,0.5796533226966858
Blogs,3,8,experiments,summaries,focuses on,user 's queries,summaries focuses on user 's queries,0.7489243149757385
Blogs,3,8,experiments,user 's queries,has,queryfocused summarisation,user 's queries has queryfocused summarisation,0.5801302790641785
Blogs,3,12,experiments,12 authors,evaluate,summaries,12 authors evaluate summaries,0.516613245010376
Blogs,3,12,experiments,summaries,of,two papers,summaries of two papers,0.6071139574050903
Blogs,3,16,experiments,48 summaries,to be,evaluated,48 summaries to be evaluated,0.60749751329422
Blogs,3,17,experiments,each sections of the paper,covered in,summary,each sections of the paper covered in summary,0.780404269695282
Blogs,3,17,experiments,how well,has,each sections of the paper,how well has each sections of the paper,0.5441209077835083
Blogs,3,24,experiments,support,for,more entities,support for more entities,0.6075384020805359
Blogs,3,24,experiments,support,ingest,more papers,support ingest more papers,0.5543773174285889
Blogs,3,27,experiments,queries,use,lters,queries use lters,0.6603813767433167
Blogs,3,27,experiments,lters,on,metadata elds,lters on metadata elds,0.5267105102539062
Blogs,3,9,model,various sections,of the paper,independently,various sections of the paper independently,0.6018244028091431
Blogs,3,9,model,model,summarises,various sections,model summarises various sections,0.6462175846099854
Blogs,3,10,model,interaction,between,user 's queries,interaction between user 's queries,0.6360671520233154
Blogs,3,10,model,interaction,between,various entities,interaction between various entities,0.6747717261314392
Blogs,3,10,model,model,allows for,interaction,model allows for interaction,0.7391364574432373
Blogs,3,5,results,different scenarios,such as,discovery,different scenarios such as discovery,0.6519291996955872
Blogs,3,5,results,different scenarios,such as,exploration,different scenarios such as exploration,0.6375517249107361
Blogs,3,5,results,different scenarios,such as,understanding of scienti c documents,different scenarios such as understanding of scienti c documents,0.6324125528335571
Blogs,3,21,results,section - based summary,scored,higher,section - based summary scored higher,0.7104199528694153
Blogs,3,21,results,higher,in,68 %,higher in 68 %,0.586362898349762
Blogs,3,21,results,task 2,has,section - based summary,task 2 has section - based summary,0.5789352059364319
Blogs,3,21,results,68 %,has,of the papers,68 % has of the papers,0.5486425161361694
Blogs,3,21,results,results,For,task 2,results For task 2,0.47405534982681274
Blogs,3,22,results,average score,for,section - based summaries,average score for section - based summaries,0.6204443573951721
Blogs,3,22,results,section - based summaries,is,3.32,section - based summaries is 3.32,0.5542446374893188
Blogs,3,22,results,3.32,highlights,quality of section - based summaries,3.32 highlights quality of section - based summaries,0.5654485821723938
Blogs,3,22,results,results,has,average score,results has average score,0.5574581027030945
Blogs,3,28,results,relevant papers,returned with,summarisation results,relevant papers returned with summarisation results,0.6492859721183777
Blogs,3,28,results,results,has,relevant papers,results has relevant papers,0.5194989442825317
Blogs,3,29,results,entities,has,accurately highlighted,entities has accurately highlighted,0.5708123445510864
Blogs,4,25,ablation-analysis,subjectiveness,of,important,subjectiveness of important,0.5922495722770691
Blogs,4,25,ablation-analysis,subjectiveness,deem,important,subjectiveness deem important,0.5606175065040588
Blogs,4,25,ablation-analysis,subjectiveness,to be,important,subjectiveness to be important,0.5843629240989685
Blogs,4,25,ablation-analysis,important,in,ndings,important in ndings,0.5109639763832092
Blogs,4,25,ablation-analysis,ablation analysis,due to,subjectiveness,ablation analysis due to subjectiveness,0.6542036533355713
Blogs,4,28,ablation-analysis,findings,consists of,detailed observations and interpretation,findings consists of detailed observations and interpretation,0.6250948309898376
Blogs,4,28,ablation-analysis,detailed observations and interpretation,of,imaging study,detailed observations and interpretation of imaging study,0.5862383246421814
Blogs,4,28,ablation-analysis,impression,summarises,most critical ndings,impression summarises most critical ndings,0.6828027367591858
Blogs,4,28,ablation-analysis,ablation analysis,has,findings,ablation analysis has findings,0.5422948002815247
Blogs,4,30,ablation-analysis,improvement,of generation of IMPRESSION,signi cantly improve,improvement of generation of IMPRESSION signi cantly improve,0.6765158176422119
Blogs,4,30,ablation-analysis,signi cantly improve,to select,most important ontological concepts,signi cantly improve to select most important ontological concepts,0.6840571761131287
Blogs,4,30,ablation-analysis,most important ontological concepts,within,report,most important ontological concepts within report,0.6579805612564087
Blogs,4,30,ablation-analysis,ablation analysis,has,automation,ablation analysis has automation,0.5389354228973389
Blogs,4,8,experiments,our approach,generated,good quality summaries,our approach generated good quality summaries,0.653499960899353
Blogs,4,8,experiments,good quality summaries,comparison to,ground -truth,good quality summaries comparison to ground -truth,0.6421183943748474
Blogs,4,12,experiments,mimic - cxr,has,107372,mimic - cxr has 107372,0.6636979579925537
Blogs,4,12,experiments,mimic - cxr,has,radiology reports,mimic - cxr has radiology reports,0.5967816710472107
Blogs,4,12,experiments,107372,has,radiology reports,107372 has radiology reports,0.4914814531803131
Blogs,4,12,experiments,openi,has,3366 reports,openi has 3366 reports,0.6565142869949341
